id sender,id receiver,amount,trxn_id,transaction type
EXTERNAL715836,CUST29666291,4986.5,KVEF56333868,0
CUST25216525,CUST80250243,9922.0,KOYC51083874,0
CUST25216525,CUST79393249,2742.0,PPHJ48155230,0
CUST56131347,CUST31909240,3672.0,NPYO76118749,0
CUST56131347,CUST49807112,1254.0,CUMQ50660918,0
CUST56131347,CUST29136132,3991.5,LYXT98846691,0
CUST56131347,CUST84218357,2416.5,GMTA57514491,0
CUST37650141,CUST26950259,9328.5,TVSD20107896,0
CUST37650141,EXTERNAL543211,1555.0,CFJX68076365,0
CUST37650141,CUST91933282,1354.0,JOIY81390742,0
EXTERNAL752705,CUST96058239,1624.5,BIZZ32103377,0
EXTERNAL146365,CUST47119818,2942.0,OBIF16899798,0
EXTERNAL146365,CUST78441611,1842.0,PPHB91277724,0
CUST40748487,EXTERNAL311013,2045.0,OWAH79780991,0
EXTERNAL311013,CUST37881560,2762.5,FMQG12388396,0
EXTERNAL311013,CUST94929836,1200.0,IYMU55234467,0
EXTERNAL527902,CUST79816537,1450.0,IZKM96575508,0
EXTERNAL527902,CUST65184744,3964.0,JIIE21176857,0
EXTERNAL527902,CUST58976513,19420.0,GBZO79581584,0
EXTERNAL681605,CUST29837239,7962.0,YRYU60298825,0
EXTERNAL681605,CUST29363052,2105.0,XSNE49436040,0
CUST51382572,EXTERNAL543177,1620.0,YCXP56522002,0
CUST41020586,EXTERNAL170805,2956.0,MJBK19463648,0
CUST41020586,EXTERNAL613182,2223.0,XGXL23421477,0
CUST41020586,CUST49799761,2836.0,QNIM64631371,0
CUST40825860,EXTERNAL170805,1445.5,AMGQ42099605,0
CUST97044954,EXTERNAL613182,2194.0,KFUO39035823,0
CUST74687432,EXTERNAL734994,1368.5,FBWZ92656070,0
CUST74687432,EXTERNAL879542,20763.0,GTHY45998677,0
CUST81897467,CUST72583544,4450.0,LLPZ70221732,0
CUST81897467,EXTERNAL181717,5030.0,VHLZ11167317,0
CUST81897467,EXTERNAL249463,7520.0,EKAQ99956475,0
CUST60849909,EXTERNAL714073,22494.0,VYSG90524369,0
CUST56544886,EXTERNAL634920,1214.5,NFJW19663433,0
CUST71179858,CUST80128121,1094.0,ROLC12672442,0
CUST35070575,EXTERNAL282363,4161.5,GVOC88488846,0
EXTERNAL583689,CUST49390902,1114.0,VFLR60674162,0
CUST94546696,EXTERNAL591559,17950.5,UOAO44662854,0
CUST19615991,EXTERNAL792871,5578.0,LCGJ56345595,0
CUST19615991,CUST79940613,1938.0,NINN61140782,0
CUST57390831,EXTERNAL673813,1347.0,LUGW96600608,0
CUST71624255,EXTERNAL154313,4258.5,ZVJA24569348,0
EXTERNAL889091,CUST53440539,5034.0,PRYL77332283,0
EXTERNAL889091,CUST60031188,3509.0,SNSV36981805,0
CUST42734389,EXTERNAL820702,1129.0,QDBW62588588,0
CUST42734389,CUST92189561,1373.5,BCNS28588705,0
EXTERNAL455917,CUST28566221,1644.0,MUKS67676546,0
EXTERNAL455917,CUST40657892,1345.0,JOAQ93112276,0
EXTERNAL576756,CUST21601664,4120.0,KWSY33155752,0
EXTERNAL576756,CUST33532052,2300.0,VIUF75270636,0
EXTERNAL576756,CUST72874613,2718.0,JJEA37496488,0
EXTERNAL576756,CUST64498753,4400.0,BTUO77445094,0
CUST54164127,EXTERNAL750242,22235.0,UQMJ32365367,0
CUST54164127,EXTERNAL653823,6599.5,WVWM86870670,0
CUST54164127,CUST39233758,6890.0,CPMF73366744,0
CUST54164127,EXTERNAL687565,20907.0,GWON87090844,0
CUST54164127,EXTERNAL442222,1444.0,VTCS44436337,0
CUST83672431,EXTERNAL784760,35084.0,UNTO10742651,0
CUST83672431,CUST22358116,1424.0,WMDN72093151,0
CUST12175325,EXTERNAL655604,1065.5,WGPM49634509,0
CUST39529653,CUST99741628,6908.0,LXMF43470575,0
CUST39529653,CUST43790050,7442.0,THSL49864133,0
CUST39529653,CUST71829503,8550.0,SSFM39492377,0
CUST39529653,CUST45942328,1366.0,XCUG55026551,0
CUST39529653,CUST67391185,9922.0,JYJM27641350,0
EXTERNAL307896,CUST36618868,1266.0,QFUE49997536,0
EXTERNAL350569,CUST49282544,1963.0,AIQU69616616,0
EXTERNAL350569,CUST54896335,9390.0,GXDW40285540,0
EXTERNAL350569,CUST90049484,10220.0,PUMR97641559,0
EXTERNAL350569,CUST69392461,1900.0,QHRM28863391,0
EXTERNAL258215,CUST27090887,2617.0,GADK11367577,0
EXTERNAL258215,CUST81568204,3770.5,ARCY42187238,0
CUST63978138,CUST56233220,4298.5,BGBP77111504,0
EXTERNAL231335,CUST45575096,1273.0,QYIB79303395,0
EXTERNAL231335,CUST67188791,1190.0,WBHS61697788,0
EXTERNAL651858,CUST82364791,5180.0,VXML31721579,0
EXTERNAL651858,CUST90144528,4337.0,ZHVI27864452,0
CUST34208206,EXTERNAL735155,10315.0,SYDM60908609,0
CUST79764683,CUST24796531,4986.0,XWFP62022313,0
CUST79764683,EXTERNAL229668,6582.0,FFNT57798024,0
CUST40154160,CUST36132392,3892.5,AEVV24194431,0
CUST40154160,EXTERNAL659117,3014.0,UFZK56732911,0
CUST47350723,CUST83205189,2049.0,TGTX88420691,0
CUST47350723,EXTERNAL201333,1830.5,EWAD28370883,0
CUST47350723,CUST80506418,2628.0,NZAR36543936,0
CUST47350723,CUST45781011,2460.0,GVSJ91165965,0
EXTERNAL855084,CUST90320235,3295.0,ZEVV73199963,0
CUST69102376,EXTERNAL821036,10810.0,UAHX61627462,0
EXTERNAL363447,CUST70931514,1164.0,FGVO73529829,0
CUST12906724,CUST98837518,1670.0,AQWA34160520,0
CUST12906724,EXTERNAL809161,4389.5,CXWB88110388,0
CUST12906724,CUST54781493,7342.5,JTRW21786429,0
CUST36672855,EXTERNAL791420,5103.0,ANHB98558429,0
CUST38558862,CUST75006416,2102.0,ULZS59539956,0
CUST38558862,CUST12928880,12662.0,FSZV55206060,0
CUST38558862,CUST42166847,2984.0,IPUI78655908,0
EXTERNAL171367,CUST57509750,2989.5,ZJRI99206328,0
EXTERNAL171367,CUST57948205,1137.0,KPYI67543167,0
EXTERNAL234664,CUST53128952,8442.0,CCGL47517150,0
CUST60394127,CUST34013602,8743.0,PJCI79169985,0
CUST60394127,CUST53128952,7454.0,ZWMD75260190,0
EXTERNAL844516,CUST99104804,15722.0,VRQH10822286,0
EXTERNAL844516,CUST31042589,3955.0,BKLS32924511,0
EXTERNAL844516,CUST54490370,1222.0,GXTJ25856967,0
EXTERNAL844516,CUST82801957,90378.0,XJAN68130646,0
EXTERNAL615881,CUST54490370,1181.5,UTCM61927379,0
EXTERNAL495788,CUST87731042,10347.5,APKY19684009,0
EXTERNAL495788,CUST54488664,6065.0,ZLOJ10451240,0
EXTERNAL761564,CUST87731042,1508.0,WXEE30780627,0
EXTERNAL498480,CUST87731042,3750.0,XJEY72420954,0
EXTERNAL498480,CUST15039766,3829.0,FSEZ73839067,0
EXTERNAL498480,CUST15788217,4704.0,UGSG80464795,0
EXTERNAL498480,CUST77096176,2401.0,MEHL44803249,0
CUST75406604,CUST30382315,6595.0,SAUR46823841,0
CUST75406604,CUST87731042,5768.0,NHAE67930790,0
EXTERNAL137311,CUST87731042,11258.0,ZNWH34952956,0
EXTERNAL137311,CUST96009147,4490.0,ZRYS57705099,0
EXTERNAL137311,CUST44038502,1022.0,ICYX16652001,0
EXTERNAL137311,CUST23204923,1015.0,LRGC26748738,0
EXTERNAL574193,CUST62981181,3936.0,MALG44603371,0
EXTERNAL574193,CUST87731042,5214.0,QMVA53973325,0
CUST71430847,CUST15039766,3740.0,MJWF72580391,0
CUST71430847,CUST53185470,4900.0,RCAI64819048,0
CUST71430847,EXTERNAL558893,1023.0,CHKD32038994,0
CUST71430847,CUST68750064,6058.5,FJLQ22338846,0
CUST10780832,CUST53185470,3958.5,XGHE33499264,0
CUST74469299,EXTERNAL278353,3585.0,YJKL72213872,0
CUST74469299,CUST51208159,6480.0,WWRO76992078,0
CUST74469299,EXTERNAL720734,4851.5,PMQA59739604,0
CUST74469299,EXTERNAL360557,4312.0,PCLF59277666,0
CUST74469299,CUST53185470,5019.5,UGFO93907558,0
CUST74469299,CUST56706136,1331.0,HKTH54190085,0
CUST74469299,EXTERNAL538817,2432.0,CKQJ66359455,0
EXTERNAL368612,CUST25675615,1404.0,HSXP17891693,0
EXTERNAL368612,CUST96974652,1500.0,KKTY59306815,0
EXTERNAL368612,CUST47094166,3130.0,CNKR23424787,0
EXTERNAL368612,CUST53185470,2800.0,LZOY49912281,0
CUST58343335,CUST69473096,1310.0,TMIQ79376355,0
CUST58343335,EXTERNAL953495,5252.5,XUJY90421116,0
CUST58343335,CUST86724325,9623.0,UBHM44198678,0
CUST34106731,CUST69473096,1219.5,CSTI23487264,0
CUST34106731,EXTERNAL423169,9653.0,QEFT15553172,0
CUST31696795,CUST38983122,10796.0,IZNQ89133377,0
CUST31696795,CUST21163812,8551.0,RSHE16609358,0
EXTERNAL696124,CUST38983122,12374.5,BCHQ87735806,0
EXTERNAL222786,CUST38983122,8145.0,CWOW19568120,0
CUST67915931,EXTERNAL381760,6110.0,RCCE95773344,0
CUST67915931,CUST84770991,7036.5,WPCL77745478,0
CUST67915931,CUST54367034,8818.0,BHYK12765440,0
CUST67915931,CUST86411200,2453.5,GZSI88799721,0
CUST67915931,CUST73664706,5322.0,AVKB49129963,0
CUST67915931,EXTERNAL784987,1094.0,FYCB62213027,0
EXTERNAL549029,CUST86411200,3839.5,FWLA62277518,0
EXTERNAL549029,CUST90432084,4890.0,WQVC58014886,0
CUST22810522,CUST77322535,19192.0,NSEM52703072,0
CUST22810522,CUST86411200,2595.0,DNMC65836543,0
EXTERNAL220643,CUST81265791,24008.0,NXQP11916563,0
CUST17136831,EXTERNAL103302,1438.0,UTUP20585332,0
CUST17136831,CUST94505683,1568.0,NAOF61365469,0
CUST17136831,CUST81265791,4004.0,CZFU76000646,0
EXTERNAL946719,CUST90480699,2490.0,PGAY22464899,0
EXTERNAL577290,CUST88796536,2675.0,VSHP16191348,0
EXTERNAL577290,CUST90480699,2382.0,BMYS95840211,0
EXTERNAL577290,CUST75357415,2000.5,AAFW90877228,0
CUST21930288,CUST90480699,1610.0,DMDH53859024,0
EXTERNAL424293,CUST54938421,2266.0,ENEQ31715117,0
EXTERNAL703427,CUST54938421,8013.0,AMGP93586055,0
EXTERNAL703427,CUST34251561,12095.0,BSKP11370280,0
CUST39878673,CUST54938421,2184.0,GTUP55279394,0
CUST90977904,CUST64546436,5922.0,DVOU97563883,0
CUST32348352,CUST38966266,1072.0,XSBV91230374,0
EXTERNAL577314,CUST38966266,14375.0,BFJW64260895,0
CUST55126865,CUST99209528,2569.0,VCLO13117433,0
CUST55126865,CUST99931838,5152.0,AGLG11202752,0
CUST96201122,CUST64222586,5142.0,DQJJ18544839,0
CUST24895349,CUST64222586,6600.0,NCIP52955473,0
CUST24895349,EXTERNAL687064,26311.0,KNBJ19022775,0
CUST84766808,CUST64222586,1806.0,IPOG81157902,0
EXTERNAL218407,CUST64222586,5671.0,UPBT46771400,0
CUST33588389,CUST64222586,2930.0,ZWLN59458233,0
CUST33588389,EXTERNAL923698,3414.0,IQLL68240052,0
EXTERNAL310569,CUST74941988,3443.5,WTJS25125609,0
EXTERNAL310569,CUST41274277,1446.0,OROT19515881,0
CUST87202977,EXTERNAL177160,17485.0,ATMU93879207,0
CUST87202977,CUST24564765,1103.0,UVVY94962477,0
CUST87202977,CUST97432656,1170.0,MRSL23236495,0
CUST87202977,EXTERNAL528490,20814.0,CLID80987675,0
CUST87202977,EXTERNAL225015,2490.0,UKNM19882057,0
EXTERNAL184550,CUST40714426,2077.0,AWJS68225396,0
EXTERNAL593261,CUST93823788,16821.0,DKJQ12044992,0
EXTERNAL593261,CUST54804608,12829.5,ZEKL78065328,0
EXTERNAL886577,CUST93823788,1674.5,AMPZ18790097,0
CUST16387074,CUST93823788,14983.5,BNIW60995934,0
CUST16387074,EXTERNAL432129,7088.0,GRXA64250591,0
CUST99559288,CUST93823788,6843.0,PFWC10109530,0
CUST99559288,EXTERNAL582780,11910.0,OQDF52966620,0
CUST99559288,EXTERNAL386259,6840.0,FQVL64743784,0
EXTERNAL256010,CUST67391185,4855.5,KDGL39036831,0
EXTERNAL256010,CUST93823788,4600.5,HEUJ78844674,0
EXTERNAL256010,CUST90859916,5083.0,ZUGT94148752,0
CUST62930495,CUST93823788,1016.0,BMHN53786357,0
CUST31701473,CUST93823788,1656.0,LSPU43306533,0
CUST91379645,CUST71482189,1920.0,DQNW14946332,0
CUST14753073,CUST83527540,2037.0,FNUX76646125,0
EXTERNAL530544,CUST83527540,50715.5,DSRF12726370,0
EXTERNAL144997,CUST98349475,2748.0,LSNL86420141,0
EXTERNAL144997,CUST84730932,1002.0,CLVS58982669,0
EXTERNAL144997,CUST83527540,74082.0,WSWE22066125,0
EXTERNAL144997,CUST72916838,28445.0,NUBA26217818,0
EXTERNAL175455,CUST22718605,2101.0,QVJY53952716,0
EXTERNAL175455,CUST72239801,2304.0,ECWH19073505,0
CUST25024794,EXTERNAL725866,1337.0,ZQLC14846537,0
CUST25024794,EXTERNAL711359,6994.0,BIRN74321208,0
CUST25024794,CUST72239801,1792.0,CLAX84845550,0
CUST25024794,EXTERNAL755256,9670.0,IEPJ93821868,0
CUST25024794,CUST71913926,10075.0,JDET79244811,0
CUST81538491,CUST89733037,1232.5,JIXZ14669890,0
CUST82170120,CUST65781269,13390.0,XJVQ27058336,0
CUST82170120,EXTERNAL168154,11663.0,SRXQ51912173,0
CUST82170120,CUST89733037,10598.0,LAVV86308716,0
EXTERNAL872918,CUST50237501,1295.0,ZJEE58824630,0
EXTERNAL872918,CUST45534062,1400.0,KPXN77587263,0
EXTERNAL872918,CUST75462252,6094.0,ITVX38037070,0
EXTERNAL743339,CUST85417809,1486.0,DAQE70642597,0
EXTERNAL743339,CUST50237501,1760.0,UWAO40147434,0
CUST14267164,CUST50237501,1735.5,VZXD52802656,0
CUST14267164,EXTERNAL405300,4094.5,DHJR47646963,0
CUST14267164,EXTERNAL221034,2874.0,IRJN43418827,0
EXTERNAL715687,CUST55005800,4689.0,NBKL29711566,0
CUST93857279,CUST55005800,4260.0,DAPG30856369,0
EXTERNAL495418,CUST55005800,1447.5,GFGJ32251505,0
CUST48739806,EXTERNAL347994,27902.5,PXRK82672869,0
CUST48739806,CUST73800248,1100.0,DLVZ52536794,0
CUST48739806,EXTERNAL304204,1012.0,VXJS44027419,0
EXTERNAL266226,CUST66327417,5530.0,KOUB67039548,0
EXTERNAL266226,CUST38882743,3435.0,YMXK98420508,0
CUST69926485,CUST69797278,1405.0,BAWU74332106,0
CUST65482747,EXTERNAL660609,35591.0,FOLY74074775,0
CUST23211367,EXTERNAL660609,922.0,YXNI15321879,0
EXTERNAL615674,CUST69436534,4802.5,LKPK22667553,0
EXTERNAL615674,CUST58959177,5868.0,HTNU15277697,0
EXTERNAL615674,CUST13022889,4950.0,QZHH60020091,0
EXTERNAL615674,CUST95587160,3180.0,EJJM30675292,0
EXTERNAL615674,CUST97170137,5960.0,RYVT70347993,0
EXTERNAL533300,CUST13022889,7460.0,BEKF31598402,0
EXTERNAL766358,CUST13022889,17554.0,OEYW58393284,0
EXTERNAL766358,CUST70306054,2332.0,GJEG22403611,0
EXTERNAL766358,CUST58878656,4323.0,DXXQ15603631,0
CUST17865132,CUST13022889,18758.0,IMBC92452606,0
CUST28944542,CUST13022889,9419.5,WJTQ12039071,0
EXTERNAL286585,CUST13022889,5282.5,GNYU20060853,0
EXTERNAL268143,CUST99730688,3555.0,KXCV75195614,0
EXTERNAL268143,CUST13022889,4195.0,YKLE43131391,0
EXTERNAL380836,CUST76493457,3220.0,KLBB49392014,0
EXTERNAL380836,CUST26141961,4313.0,XMCC15875840,0
EXTERNAL380836,CUST93932930,3846.5,FZWJ89875829,0
CUST11943516,CUST66075732,3130.0,XOPA95379459,0
CUST11943516,EXTERNAL650841,1154.0,CTRC95083945,0
CUST11943516,CUST59407582,3945.0,PSEL17445944,0
EXTERNAL840984,CUST93669479,2270.0,QKSJ58974165,0
EXTERNAL840984,CUST86055891,3367.5,LHXO15533333,0
EXTERNAL536647,CUST93669479,2294.0,DSDR27651588,0
EXTERNAL426148,CUST87578858,5279.0,PXME80312902,0
EXTERNAL426148,CUST66931953,1550.0,NFXY13108947,0
EXTERNAL426148,CUST69081517,7245.5,XHMQ33575055,0
EXTERNAL549137,CUST88436666,12860.0,SMCF49157264,0
EXTERNAL549137,CUST32562049,2254.5,KYCL17000915,0
EXTERNAL429686,CUST88436666,1053.0,IXCS87469075,0
EXTERNAL305369,CUST88436666,2427.0,XAGD87634925,0
EXTERNAL835024,CUST39452071,3910.0,PEIK92174000,0
EXTERNAL835024,CUST88436666,4891.0,EMUY89738494,0
EXTERNAL478350,CUST47761322,1310.5,LXRE74159535,0
CUST17626754,CUST80923417,1724.0,YHGU74941340,0
CUST17626754,CUST87088153,1200.0,FYPI95678862,0
CUST91350071,EXTERNAL766249,6820.5,WEPL52529366,0
CUST91350071,EXTERNAL969251,8658.0,OMNO11304657,0
CUST91350071,CUST55614695,1440.0,VGXM58014338,0
CUST60808804,CUST39216311,2731.0,CVDV30078821,0
EXTERNAL179942,CUST39216311,6552.0,ZGRF71804765,0
CUST11448476,EXTERNAL689124,1290.0,KQEK18116411,0
CUST11448476,CUST43422083,1045.0,HDCN83168299,0
CUST11448476,CUST82886843,1286.0,FMZS21773050,0
EXTERNAL224423,CUST43422083,2088.0,VAKH68215444,0
EXTERNAL224423,CUST93465428,1118.0,RYOR35960113,0
EXTERNAL360385,CUST28813703,1087.0,BGTK36095579,0
EXTERNAL360385,CUST81886750,1507.5,HCYM65141453,0
EXTERNAL605027,CUST28813703,1700.0,DXPA84080582,0
EXTERNAL163291,CUST34756871,4334.0,XRTM11764052,0
EXTERNAL163291,CUST61476178,2070.0,VSFF30498036,0
EXTERNAL163291,CUST92247233,4534.0,LUJS97366272,0
EXTERNAL689816,CUST34756871,1132.5,LEUJ11556667,0
EXTERNAL689816,CUST27955160,1040.0,GFHM55643961,0
CUST60300024,CUST91598872,3840.0,OZYK91906379,0
CUST60300024,CUST61071673,2655.5,HDGC67739599,0
CUST60300024,CUST34756871,5069.0,VNEV35667402,0
CUST12327927,CUST96855426,16670.0,NUQZ17806251,0
CUST12327927,EXTERNAL459636,3468.0,MLBY81086626,0
CUST53638983,CUST53036332,2365.0,YMOP91966425,0
CUST53638983,EXTERNAL783697,5919.0,CTME13343718,0
CUST53638983,CUST96855426,12188.5,JFFA87159346,0
CUST53638983,CUST94289033,18600.0,TQFV60965445,0
CUST53638983,CUST45744916,3933.5,ZSCH41658458,0
CUST71021041,EXTERNAL426829,1198.0,SLIF14606459,0
CUST71021041,CUST99442802,1080.0,OBXJ94560535,0
CUST88746945,EXTERNAL346065,16895.0,VVDQ10584164,0
CUST88746945,CUST24434573,1116.0,BLAY95116668,0
CUST88746945,EXTERNAL526931,1040.0,UCJE28909167,0
CUST88746945,EXTERNAL602215,1190.0,MHDK32069811,0
EXTERNAL818174,CUST40709755,5563.5,AHPM36223481,0
EXTERNAL606192,CUST40709755,1755.0,FODV62952715,0
EXTERNAL606192,CUST32170830,3928.0,OWDX48889693,0
EXTERNAL606192,CUST22005951,2852.0,VJZO47087233,0
CUST74437186,CUST40709755,4350.0,XLSO48218697,0
EXTERNAL720737,CUST94577407,1063.5,JNPN49339042,0
EXTERNAL833117,CUST96095276,3030.0,VPHK93152962,0
EXTERNAL833117,CUST94577407,3200.0,LCJH11766088,0
CUST46969180,CUST68147585,2975.0,VIIE48215867,0
CUST46969180,EXTERNAL510489,2000.0,RJLB22508200,0
CUST97979052,CUST76493457,4351.0,EZUD72885276,0
EXTERNAL365632,CUST76493457,1800.0,IPGZ41092826,0
EXTERNAL797772,CUST77011178,4566.5,OAUR15099541,0
EXTERNAL797772,CUST76493457,45616.0,ZAUK10392731,0
EXTERNAL780296,CUST99281574,13370.0,MSLA54680199,0
EXTERNAL607963,CUST64621171,37665.5,CGGL95256820,0
EXTERNAL607963,CUST99281574,2750.0,BTPV28693518,0
EXTERNAL513386,CUST50718129,10818.5,LLRL70596510,0
EXTERNAL513386,CUST48282844,2473.0,IIVH25550888,0
EXTERNAL513386,CUST99281574,1263.0,XEQE83683083,0
EXTERNAL900386,CUST85302937,2879.5,NYXA53267292,0
EXTERNAL433275,CUST85302937,1830.0,NGKB58461253,0
CUST45464365,CUST24255560,6647.0,GAMM35929875,0
CUST45464365,EXTERNAL532889,22441.5,SIQV67628941,0
CUST45464365,EXTERNAL564117,9536.0,EEWX80173971,0
CUST45464365,EXTERNAL307647,4430.0,QPMH79027834,0
CUST45464365,CUST58959177,11708.0,UQXK89178349,0
CUST45464365,CUST50574512,3237.0,WFZN25765171,0
CUST45464365,CUST11160809,1462.5,DZOT68281789,0
CUST43273953,CUST24255560,5542.0,OXUN61875656,0
EXTERNAL478039,CUST91746789,1940.0,YRAG69874479,0
EXTERNAL478039,CUST24255560,1232.5,MPGM94596321,0
EXTERNAL637163,CUST24255560,2445.0,AUOW48389266,0
EXTERNAL637163,CUST67900047,2612.0,MNHS81991224,0
EXTERNAL856363,CUST24255560,2890.0,UTRE81446174,0
EXTERNAL668702,CUST24255560,4888.0,QLIB78018105,0
EXTERNAL668702,CUST84981749,1680.0,TLLM50678613,0
EXTERNAL668702,CUST47667098,4125.0,SPLU88309989,0
CUST17415330,CUST24255560,2520.5,RNVQ24439222,0
CUST50574512,CUST58130513,1907.5,LTVU66007486,0
CUST50574512,EXTERNAL221921,16900.0,JWYT85955826,0
EXTERNAL525037,CUST55050625,5079.0,DCXV40058792,0
EXTERNAL886838,CUST39648535,2801.0,WPLD53722510,0
EXTERNAL886838,CUST46088086,3563.5,BXWR92573491,0
EXTERNAL109375,CUST39648535,1298.0,VGNY19396634,0
CUST46106099,CUST89273283,2086.5,CKOS67741312,0
EXTERNAL447954,CUST89273283,1404.0,BIHD76804403,0
EXTERNAL883956,CUST19267313,2744.0,MUUT44716626,0
EXTERNAL883956,CUST89273283,1960.0,QECZ85245078,0
EXTERNAL883956,CUST28273208,1510.0,GOIM84749964,0
EXTERNAL201264,CUST36025754,1224.0,JFDA61159111,0
EXTERNAL100877,CUST83124299,1478.5,JWZJ78084971,0
EXTERNAL100877,CUST79869579,1229.0,NRAS42267915,0
EXTERNAL100877,CUST15305793,2310.0,AGZA53349898,0
EXTERNAL100877,CUST55116389,1229.0,LVML37342912,0
EXTERNAL722949,CUST83124299,7060.0,LWWR38516183,0
EXTERNAL102170,CUST48804147,1297.0,NXNO73456158,0
EXTERNAL872871,CUST37165556,1112.0,VWKA50395002,0
EXTERNAL872871,CUST48804147,8280.0,VTEO44979652,0
EXTERNAL872871,CUST37912372,2017.0,QJUZ81598072,0
CUST62981181,EXTERNAL177819,3665.5,XKHN41584965,0
CUST62981181,CUST48804147,22020.0,RQOE69359565,0
CUST23466844,EXTERNAL177705,18932.5,BTAB97514906,0
CUST23466844,CUST48804147,32686.0,ILFD89548529,0
EXTERNAL717356,CUST68297791,3216.5,DYDF66521696,0
CUST28688963,CUST83733772,1978.0,VMMF74690601,0
CUST28688963,CUST68297791,2620.0,NBDE97657966,0
EXTERNAL240786,CUST79644744,8391.5,UKUK44727427,0
EXTERNAL240786,CUST15266962,9875.0,HZJR32347118,0
EXTERNAL240786,CUST68297791,9048.5,QAXG71118776,0
EXTERNAL842003,CUST28984415,2428.0,EBEP80157387,0
EXTERNAL483988,CUST28984415,1054.0,TYUB53496477,0
EXTERNAL483988,CUST20187837,1148.0,EXFX29863647,0
CUST47768060,CUST28984415,2715.0,PKUD11045053,0
CUST16265664,CUST34502455,2807.0,JOPE64355630,0
CUST64762496,CUST69837875,1197.0,LECX32577204,0
CUST64762496,CUST10397054,4663.5,PNUY36054866,0
CUST22462561,CUST26915473,1510.5,AXSU62970704,0
CUST22462561,CUST49112623,2986.0,MBDM44095670,0
EXTERNAL578726,CUST79138251,5370.0,GUQX46342976,0
EXTERNAL566003,CUST61085541,4566.5,TDDJ24598896,0
EXTERNAL566003,CUST55126865,6525.0,NKAG25611472,0
EXTERNAL566003,CUST79138251,3944.5,AYHL65705859,0
EXTERNAL566003,CUST64429390,7132.0,EGJO45225300,0
EXTERNAL566003,CUST48443989,3174.0,TXUT24341089,0
EXTERNAL253910,CUST79251878,8060.0,CVSY94738745,0
EXTERNAL253910,CUST79138251,12743.5,ZBPY63711567,0
EXTERNAL291945,CUST32341698,1078.0,RARE68819909,0
EXTERNAL291945,CUST51540014,1141.0,XIFC24200460,0
EXTERNAL291945,CUST79138251,36520.0,ZNOC89842385,0
EXTERNAL424859,CUST79138251,1063.0,AJPP43313204,0
EXTERNAL809685,CUST58107624,9181.0,WTOB38000237,0
EXTERNAL809685,CUST56743898,4971.5,VUXM41207846,0
EXTERNAL809685,CUST31040367,3476.0,TAYD30671398,0
EXTERNAL655699,CUST37443646,1120.5,LRPQ79645789,0
EXTERNAL655699,CUST56743898,1102.0,VWZQ44957043,0
EXTERNAL748173,CUST23753013,40580.5,TVLY87323697,0
EXTERNAL748173,CUST90346975,1386.0,XPKK52133878,0
CUST12417535,CUST90346975,1037.5,XAJZ53256384,0
EXTERNAL440056,CUST90346975,2254.0,SOJD22091375,0
EXTERNAL736916,CUST83256896,3033.5,NKDY61469976,0
EXTERNAL543080,CUST12121537,10140.0,JKMC79347349,0
EXTERNAL236546,CUST91551507,17699.5,SUON52464543,0
EXTERNAL236546,CUST13463016,22936.0,EUQJ94175318,0
EXTERNAL832383,CUST53167064,25670.0,YRWA19183176,0
EXTERNAL832383,CUST16516305,42498.0,WSTT88657628,0
EXTERNAL832383,CUST13463016,1110.0,NCFL15483257,0
CUST43006509,CUST13463016,1082.0,PKUS36467911,0
EXTERNAL430616,CUST40233439,33549.0,PRGV30580568,0
EXTERNAL430616,CUST19370726,25122.0,EHXA42219567,0
EXTERNAL257955,CUST67368521,6772.5,JXJW29868319,0
CUST33225344,CUST58398920,7700.0,JVAE32325101,0
CUST33225344,EXTERNAL992017,24191.0,LEKK30695433,0
CUST33225344,CUST16591437,2115.0,IPWY54331312,0
EXTERNAL914109,CUST26637915,1630.5,JIVH81442636,0
EXTERNAL586254,CUST26637915,1635.0,VIYI88277787,0
EXTERNAL748384,CUST26637915,1416.0,JNJJ72818359,0
EXTERNAL748384,CUST66738866,2506.0,WZNH67152200,0
EXTERNAL748384,CUST49768848,5760.0,JMGY93968771,0
EXTERNAL869653,CUST26637915,1495.0,YIQE63984150,0
CUST16282516,CUST26637915,2140.0,CCPL79259233,0
EXTERNAL610432,CUST68749349,3816.0,IUJI12281344,0
EXTERNAL610432,CUST97891708,9408.0,HGJX47972387,0
EXTERNAL610432,CUST53667999,32554.0,UECM36350002,0
EXTERNAL610432,CUST26637915,1137.5,VWKT55172580,0
CUST51384816,EXTERNAL662693,2778.0,WGUC21043251,0
EXTERNAL154288,CUST89216363,2127.5,LQZI67386438,0
CUST24763722,CUST98553229,7630.0,JUAR97141846,0
CUST24763722,CUST85606894,2622.0,UFEK48153903,0
CUST24763722,EXTERNAL956612,6170.0,LVPS67272778,0
CUST24763722,EXTERNAL363552,7733.0,FFSJ79919988,0
CUST24763722,EXTERNAL988229,2293.5,EOYI40962203,0
EXTERNAL719537,CUST85606894,3025.0,CDOX58463027,0
CUST81888812,CUST33707167,1710.0,TMDY51929078,0
EXTERNAL892755,CUST18366465,1827.0,PYOB66899628,0
EXTERNAL892755,CUST22575999,2654.0,LSZF30303621,0
EXTERNAL892755,CUST93435138,1043.0,BWUY51009315,0
CUST78516455,CUST22575999,1943.0,EGSZ44991474,0
EXTERNAL100498,CUST51439712,1124.0,HQCG50837731,0
