Source,Target,counts,total_transaction_amount,Risk Index,Weight
CUST40748487,EXTERNAL311013,1,2045,0.3,613.5
CUST40765668,EXTERNAL544325,1,22,0.6,13.2
CUST40776834,EXTERNAL985690,1,79.5,0.3,23.85
CUST40794609,CUST11563228,1,3998,0.6,2398.8
CUST40794609,CUST99877627,1,2840,0.6,1704
CUST40825860,CUST83823297,1,250.5,0.3,75.15
CUST40825860,EXTERNAL170805,1,1445.5,0.3,433.65
CUST40996318,EXTERNAL643413,1,720,0.6,432
CUST41020275,CUST80923417,1,156,0.3,46.8
CUST41020586,CUST49799761,1,2836,0.3,850.8
CUST41020586,CUST83823297,1,310,0.3,93
CUST41020586,EXTERNAL170805,1,2956,0.3,886.8
CUST41020586,EXTERNAL613182,1,2223,0.3,666.9
CUST41072754,CUST43062000,1,1170,0.3,351
CUST41072754,CUST45503159,1,1420,0.3,426
CUST41074813,CUST97404838,1,46,0.6,27.6
CUST41359405,CUST54490370,1,300,0.3,90
CUST41380261,CUST47469087,1,70,0.3,21
CUST41389294,EXTERNAL646579,1,2112.5,0.3,633.75
CUST41486893,CUST12586309,1,387,0.3,116.1
CUST41486893,CUST32443552,1,5235,0.3,1570.5
CUST41486893,EXTERNAL868445,1,1320,0.3,396
CUST41486893,EXTERNAL988639,1,35242.5,0.3,10572.75
CUST41526073,EXTERNAL518629,1,56,0.3,16.8
CUST41632480,CUST12344389,1,7876,0.3,2362.8
CUST41657291,CUST25360897,1,1246,0.6,747.6
CUST41657291,CUST57288936,1,1390,0.6,834
CUST41738888,EXTERNAL460425,1,1595,0.6,957
CUST41738888,EXTERNAL470908,1,1237,0.6,742.2
CUST41765793,CUST89255843,1,222,0.3,66.6
CUST41852582,CUST28564744,1,444,0.3,133.2
CUST41907946,CUST30749905,1,143.5,0.3,43.05
CUST41947567,EXTERNAL968305,1,258,0.6,154.8
CUST41990367,CUST78554577,1,66,0.3,19.8
CUST42077250,CUST34502455,1,3225,0.3,967.5
CUST42088535,CUST31290969,1,32,0.3,9.6
CUST42116496,CUST48804147,1,5359,0.3,1607.7
CUST42120852,EXTERNAL103114,1,130.5,0.3,39.15
CUST42143902,CUST88642961,1,60,0.6,36
CUST42219945,CUST73707963,1,1527.5,0.6,916.5
CUST42219945,EXTERNAL646579,1,2805,0.3,841.5
CUST42369485,CUST84709973,1,58.5,0.6,35.1
CUST42477359,CUST99442802,1,130,0.3,39
CUST42500276,EXTERNAL531933,1,644.5,0.6,386.7
CUST42532025,CUST81232964,1,1616,0.6,969.6
CUST42549276,EXTERNAL637523,1,365,0.3,109.5
CUST42614751,CUST30794018,1,1508,0.6,904.8
CUST42734389,CUST92189561,1,1373.5,0.3,412.05
CUST42734389,EXTERNAL701668,1,30,0.3,9
CUST42734389,EXTERNAL820702,1,1129,0.3,338.7
CUST42771757,CUST30904591,1,3974.5,0.3,1192.35
CUST42794862,EXTERNAL743527,1,2242.5,0.3,672.75
CUST42824227,EXTERNAL907939,1,162,0.3,48.6
CUST43074815,CUST33118710,1,6,0.3,1.8
CUST43122813,CUST42999591,1,510,0.3,153
CUST43122813,EXTERNAL547920,1,12006.5,0.3,3601.95
CUST43123101,CUST29725513,1,2128,0.6,1276.8
CUST43182273,CUST34251561,1,2730.5,0.6,1638.3
CUST43182273,EXTERNAL529128,1,3024,0.6,1814.4
CUST43213348,EXTERNAL462083,1,66.5,0.3,19.95
CUST43256803,CUST11652307,1,567,0.6,340.2
CUST43273953,CUST24255560,1,5542,0.3,1662.6
CUST43383307,EXTERNAL462083,1,772.5,0.3,231.75
CUST43394241,CUST88642961,1,3520,0.6,2112
CUST43394241,CUST97409159,1,1558,0.6,934.8
CUST43394241,EXTERNAL275078,1,79267,0.6,47560.2
CUST43394241,EXTERNAL974843,1,6536,0.6,3921.6
CUST43394757,CUST94918950,1,202,0.6,121.2
CUST43450652,CUST76399763,1,482,0.3,144.6
CUST43477221,EXTERNAL646318,1,270.5,0.3,81.15
CUST43538421,CUST57442065,1,3556,0.6,2133.6
CUST43538421,CUST89141759,1,2984,0.6,1790.4
CUST43538421,EXTERNAL256962,1,3890.5,0.6,2334.3
CUST43573190,CUST16469620,1,42,0.3,12.6
CUST43593924,CUST50338284,1,654,0.3,196.2
CUST43609665,CUST68149146,1,3000,0.3,900
CUST43609665,EXTERNAL958110,1,8977,0.3,2693.1
CUST43646067,CUST78445149,1,100,0.3,30
CUST43652837,CUST40703038,1,1714,0.6,1028.4
CUST43701456,CUST40709755,1,1693,0.3,507.9
CUST43701456,CUST50538854,1,1779.5,0.6,1067.7
CUST43701456,CUST74652114,1,1012,0.6,607.2
CUST43701456,CUST94696465,1,1654,0.6,992.4
CUST43701846,CUST78554577,1,8.5,0.3,2.55
CUST43783621,CUST88436666,1,801,0.3,240.3
CUST43809294,CUST16194005,1,76,0.3,22.8
CUST43859184,CUST38043470,1,470,0.6,282
CUST43872155,CUST63505111,1,48,0.3,14.4
CUST43882447,CUST41966919,1,1163,0.3,348.9
CUST43912000,CUST82921884,1,136.5,0.3,40.95
CUST44008637,EXTERNAL970947,1,820,0.6,492
CUST44021019,CUST68555173,1,352,0.3,105.6
CUST44031254,CUST60309652,1,1930,0.3,579
CUST44096623,EXTERNAL246667,1,1190,0.3,357
CUST44120532,EXTERNAL178145,1,1210.5,0.3,363.15
CUST44159400,EXTERNAL448706,1,1045,0.6,627
CUST44171874,CUST62878936,1,306,0.3,91.8
CUST44224798,CUST14528837,1,1591,0.3,477.3
CUST44224798,CUST19520109,1,5264,0.3,1579.2
CUST44224798,CUST43062000,1,1972,0.3,591.6
CUST44283455,CUST20406227,1,71.5,0.6,42.9
CUST44313894,CUST51794708,1,605,0.3,181.5
CUST44327759,CUST17997346,1,314,0.3,94.2
CUST44348689,CUST22615097,1,100,0.3,30
CUST44348689,CUST30140369,1,846,0.3,253.8
CUST44348689,CUST50875210,1,2252,0.3,675.6
CUST44348689,CUST53118934,1,391,0.3,117.3
CUST44348689,CUST72856637,1,50,0.3,15
CUST44348689,EXTERNAL241878,1,1816,0.3,544.8
CUST44348689,EXTERNAL570209,1,1823,0.3,546.9
CUST44348689,EXTERNAL846771,1,1675,0.3,502.5
CUST44533046,CUST19459381,1,21362,0.6,12817.2
CUST44533046,CUST97404838,1,2111,0.6,1266.6
CUST44533046,EXTERNAL305987,1,32095,0.6,19257
CUST44605894,CUST30749905,1,156,0.3,46.8
CUST44605894,CUST49547303,1,7426,0.3,2227.8
CUST44605894,CUST51794708,1,5554,0.3,1666.2
CUST44605894,CUST77650473,1,2580,0.6,1548
CUST44605894,CUST97452978,1,425.5,0.3,127.65
CUST44605894,CUST99654164,1,4780.5,0.3,1434.15
CUST44605894,CUST99775407,1,469,0.3,140.7
CUST44605894,EXTERNAL212623,1,6.5,0.3,1.95
CUST44605894,EXTERNAL518629,1,60,0.3,18
CUST44605894,EXTERNAL534167,1,1506,0.3,451.8
CUST44605894,EXTERNAL783336,1,261,0.3,78.3
CUST44666992,CUST82211624,1,800,0.3,240
CUST44727326,CUST71686100,1,232,0.3,69.6
CUST44814315,CUST10846049,1,13238,0.3,3971.4
CUST44814315,CUST94850463,1,13633,0.3,4089.9
CUST44814315,EXTERNAL590333,1,3500,0.3,1050
CUST44814315,EXTERNAL803964,1,1608,0.3,482.4
CUST44823081,CUST67775829,1,1960,0.3,588
CUST44823861,CUST18826840,1,239.5,0.3,71.85
CUST44922017,CUST98262263,1,400,0.3,120
CUST45070426,CUST85302937,1,10,0.3,3
CUST45132020,CUST34251561,1,25,0.6,15
CUST45211266,CUST32419908,1,42.5,0.6,25.5
CUST45229351,CUST51794708,1,253,0.3,75.9
CUST45256957,CUST57288936,1,50,0.6,30
CUST45263961,CUST30794018,1,3364,0.6,2018.4
CUST45339536,CUST25290610,1,2910,0.6,1746
CUST45369083,CUST49561640,1,3361,0.6,2016.6
CUST45375593,EXTERNAL701668,1,18,0.3,5.4
CUST45381772,CUST60256318,1,30,0.3,9
CUST45464365,CUST23501713,1,1002,0.3,300.6
CUST45464365,CUST24255560,1,6647,0.3,1994.1
CUST45560785,EXTERNAL549644,1,1401,0.3,420.3
CUST45573522,EXTERNAL239377,1,930,0.3,279
CUST45581589,CUST28240285,1,200,0.6,120
CUST45674350,CUST18903712,1,216,1,216
CUST45674350,CUST19913725,1,438,1,438
CUST45674350,CUST32008442,1,142.5,1,142.5
CUST45674350,CUST98840303,1,5798.5,1,5798.5
CUST45674350,EXTERNAL172924,2,900,1,900
CUST45674350,EXTERNAL579387,1,11368,1,11368
CUST45674350,EXTERNAL609165,1,11537,1,11537
CUST45674350,EXTERNAL676409,1,6975,1,6975
CUST45674350,EXTERNAL796777,1,3770.5,1,3770.5
CUST45675506,CUST78382574,1,238,0.6,142.8
CUST45680058,CUST13567965,1,573.5,0.3,172.05
CUST45753582,CUST50538854,1,609,0.6,365.4
CUST45764755,CUST67775829,1,15,0.3,4.5
CUST45799586,CUST13944316,1,10,0.6,6
CUST45814318,CUST30747139,1,1628,0.6,976.8
CUST45814318,EXTERNAL107261,1,2060,0.6,1236
CUST45814318,EXTERNAL725720,1,2136,0.6,1281.6
CUST45851570,CUST81265791,1,5906,0.3,1771.8
CUST45942328,CUST64222586,1,1717.5,0.3,515.25
CUST45976672,CUST54458295,1,1144,0.6,686.4
CUST46020524,CUST69837875,1,587,0.3,176.1
CUST46034487,CUST34478095,1,1437.5,0.3,431.25
CUST46034487,EXTERNAL517013,1,31945,0.3,9583.5
CUST46106099,CUST89273283,1,2086.5,0.3,625.95
CUST46231286,CUST54353517,1,155,0.6,93
CUST46234286,CUST30749905,1,46,0.3,13.8
CUST46243692,EXTERNAL808154,1,3454,0.3,1036.2
CUST46280981,CUST92872028,1,1150,0.3,345
CUST46302125,CUST39216311,1,38,0.3,11.4
CUST46333170,CUST49547303,1,4717,0.3,1415.1
CUST46392740,CUST17997346,1,268,0.3,80.4
CUST46424238,CUST55464304,1,700,0.6,420
CUST46458919,CUST87004445,1,8.5,0.3,2.55
CUST46504583,CUST35877675,1,742,0.6,445.2
CUST46735985,CUST77650473,1,2657,0.6,1594.2
CUST46735985,CUST95701952,1,1675,0.3,502.5
CUST46735985,EXTERNAL515619,1,1115,0.3,334.5
CUST46782939,EXTERNAL646579,1,461,0.3,138.3
CUST46815533,EXTERNAL995241,1,1840,0.3,552
CUST46864961,CUST44498716,1,330,0.3,99
CUST46864961,CUST73457399,1,2550,0.3,765
CUST46909464,CUST49698802,1,68,0.6,40.8
CUST46955959,EXTERNAL282363,1,1200,0.6,720
CUST46969180,CUST68147585,1,2975,0.3,892.5
CUST47035199,CUST19791581,1,1211,0.3,363.3
CUST47035199,CUST22498420,1,1780,0.3,534
CUST47035199,CUST29156003,1,3025,0.3,907.5
CUST47035199,CUST39010240,1,72,0.3,21.6
CUST47035199,CUST60452458,1,715.5,0.3,214.65
CUST47040003,CUST41274277,1,620.5,0.3,186.15
CUST47048868,CUST19045186,1,1035,0.3,310.5
CUST47048868,CUST50237501,1,1205,0.3,361.5
CUST47048868,CUST55005800,1,6690,0.3,2007
CUST47048868,EXTERNAL637523,1,1156,0.3,346.8
CUST47137055,CUST73937732,1,1,0.3,0.3
CUST47143711,CUST57288936,1,59,0.6,35.4
CUST47217949,CUST82211624,1,94,0.3,28.2
CUST47245939,EXTERNAL250753,1,2160,0.3,648
CUST47262010,CUST30805294,1,55,0.3,16.5
CUST47262010,CUST86587232,1,1858,0.3,557.4
CUST47317886,CUST31290969,1,60,0.3,18
CUST47342120,CUST30914972,1,1342.5,0.3,402.75
CUST47350723,CUST45781011,1,2460,0.3,738
CUST47350723,CUST77100751,1,52,0.3,15.6
CUST47350723,CUST80506418,1,2628,0.3,788.4
CUST47350723,CUST83205189,1,2049,0.3,614.7
CUST47350723,EXTERNAL201333,1,1830.5,0.3,549.15
CUST47437733,CUST34314224,1,1015,0.3,304.5
CUST47437733,CUST34478095,1,717,0.3,215.1
CUST47437733,CUST50338284,1,790,0.3,237
CUST47437733,CUST68105048,1,280,0.3,84
CUST47437733,CUST73457399,1,4175,0.3,1252.5
CUST47437733,CUST75611127,1,258,0.3,77.4
CUST47437733,EXTERNAL229909,1,100,0.3,30
CUST47437733,EXTERNAL345251,1,929.5,0.3,278.85
CUST47469087,CUST35358831,1,1724,0.3,517.2
CUST47541541,CUST19045186,1,1035,0.3,310.5
CUST47566550,CUST50071501,1,232,0.3,69.6
CUST47585738,CUST25697455,1,9350,0.6,5610
CUST47613304,CUST38922213,1,3480,0.3,1044
CUST47762032,CUST79801194,1,463,0.3,138.9
CUST47768060,CUST28984415,1,2715,0.3,814.5
CUST47778545,CUST31366173,1,21448,0.6,12868.8
CUST47778545,CUST49561640,1,3717.5,0.6,2230.5
CUST47778545,CUST50538854,1,25592.5,0.6,15355.5
CUST47778545,CUST84195234,1,1853.5,0.6,1112.1
CUST47846653,CUST80816116,1,1027,0.6,616.2
CUST47878176,CUST99654164,1,542.5,0.3,162.75
CUST48004808,CUST38566003,1,480,0.3,144
CUST48004808,EXTERNAL483787,1,44900,0.3,13470
CUST48023857,CUST77258732,1,1712,0.3,513.6
CUST48076262,EXTERNAL428419,1,26,0.6,15.6
CUST48192481,EXTERNAL483111,1,2263.5,0.3,679.05
CUST48327327,CUST38094022,1,2609.5,0.6,1565.7
CUST48327327,CUST81594058,1,4610,0.6,2766
CUST48327327,EXTERNAL605794,1,5950,0.6,3570
CUST48327327,EXTERNAL935896,1,2201.5,0.6,1320.9
CUST48426474,CUST55464304,1,2384,0.6,1430.4
CUST48467010,CUST83881392,1,9188,0.6,5512.8
CUST48467010,CUST89141759,1,2500,0.6,1500
CUST48467010,EXTERNAL494648,1,1241,0.6,744.6
CUST48468423,CUST77920458,1,300,0.3,90
CUST48471885,CUST87635633,1,3092,0.3,927.6
CUST48478928,EXTERNAL323214,1,82,0.3,24.6
CUST48479576,EXTERNAL178145,1,1289.5,0.3,386.85
CUST48569306,CUST47110564,1,298,0.3,89.4
CUST48617186,CUST11240383,1,192,0.3,57.6
CUST48635388,EXTERNAL931050,1,40,0.3,12
CUST48654180,CUST33059790,1,5157,1,5157
CUST48674114,CUST31299272,1,135,0.6,81
CUST48739806,CUST73800248,1,1100,0.3,330
CUST48754900,CUST38998449,1,350,0.3,105
CUST48760648,CUST84709973,1,380,0.6,228
CUST48795506,EXTERNAL107261,1,4071.5,0.6,2442.9
CUST48808682,CUST20442883,1,21,0.3,6.3
CUST49011169,EXTERNAL264549,1,153.5,0.3,46.05
CUST49018307,EXTERNAL718485,1,3188.5,0.3,956.55
CUST49212816,CUST60056259,1,16,0.6,9.6
CUST49283099,EXTERNAL711055,1,3296,0.3,988.8
CUST49283099,EXTERNAL780867,1,605,0.3,181.5
CUST49341041,CUST25216525,1,317,0.3,95.1
CUST49422387,CUST77188529,1,83,0.3,24.9
CUST49450700,EXTERNAL117176,1,382,0.3,114.6
CUST49452421,CUST11652307,1,258.5,0.6,155.1
CUST49508704,EXTERNAL428419,1,42.5,0.6,25.5
CUST49527785,CUST44348689,1,4195,0.3,1258.5
CUST49527785,EXTERNAL733654,1,3935,0.3,1180.5
CUST49543616,EXTERNAL147586,1,1034.5,0.6,620.7
CUST49543616,EXTERNAL909837,1,278,0.6,166.8
CUST49561640,CUST27097040,1,3750,0.6,2250
CUST49561640,CUST48662114,1,10,0.6,6
CUST49561640,EXTERNAL509763,1,4109,0.6,2465.4
CUST49868626,CUST43421234,1,1884,0.3,565.2
CUST49868626,CUST86587232,1,3500,0.3,1050
CUST49868626,EXTERNAL144275,1,1127,0.3,338.1
CUST49880853,CUST11546110,1,381,0.3,114.3
CUST50011630,CUST68555173,1,202,0.3,60.6
CUST50061831,CUST34502455,1,134.5,0.3,40.35
CUST50063935,CUST76102635,1,1379,0.3,413.7
CUST50063935,CUST89805020,1,1488,0.3,446.4
CUST50063935,CUST95598416,1,1076.5,0.3,322.95
CUST50063935,EXTERNAL385076,1,1559,0.3,467.7
CUST50063935,EXTERNAL804122,1,1262,0.3,378.6
CUST50210042,EXTERNAL934630,1,40,0.6,24
CUST50237501,CUST13836944,1,1240,0.3,372
CUST50237501,CUST15396725,1,1462,0.3,438.6
CUST50237501,CUST32007618,1,1571,0.3,471.3
CUST50237501,CUST45534062,1,1991,0.3,597.3
CUST50237501,CUST66054968,1,2050,0.3,615
CUST50263807,CUST43421234,1,3038,0.3,911.4
CUST50263807,CUST62261408,1,2690,0.3,807
CUST50263807,CUST87004445,1,1268,0.3,380.4
CUST50298609,EXTERNAL688930,1,166,0.3,49.8
CUST50304144,CUST90195396,1,892,0.3,267.6
CUST50338284,CUST91199927,1,963.5,0.3,289.05
CUST50429660,CUST25216525,1,262,0.3,78.6
CUST50433174,CUST81654004,1,605.5,0.3,181.65
CUST50434152,CUST34502455,1,148,0.3,44.4
CUST50538854,CUST25548428,1,638,0.6,382.8
CUST50538854,CUST29023114,1,712,0.6,427.2
CUST50538854,CUST48662114,1,16,0.6,9.6
CUST50538854,CUST74056063,1,372,0.6,223.2
CUST50538854,CUST83024577,1,84,0.6,50.4
CUST50538854,EXTERNAL300472,1,102,0.6,61.2
CUST50538854,EXTERNAL970947,1,4830,0.6,2898
CUST50574512,CUST58130513,1,1907.5,0.3,572.25
CUST50673332,CUST88718854,1,221,0.3,66.3
CUST50778812,CUST28899102,1,735,0.3,220.5
CUST50916723,CUST83124299,1,654,0.3,196.2
CUST50985477,CUST77258732,1,1140,0.3,342
CUST51009150,EXTERNAL225156,1,10,0.6,6
CUST51029494,EXTERNAL534167,1,97,0.3,29.1
CUST51140769,CUST53830460,1,2807,0.3,842.1
CUST51140769,EXTERNAL429002,1,512,0.3,153.6
CUST51140769,EXTERNAL790916,1,16864,0.3,5059.2
CUST51144440,CUST12344389,1,123,0.3,36.9
CUST51158654,CUST77188529,1,273,0.3,81.9
CUST51183163,EXTERNAL239377,1,60,0.3,18
CUST51193749,CUST12694182,1,3948,0.6,2368.8
CUST51251495,EXTERNAL439731,1,173,0.3,51.9
CUST51272629,CUST78554577,1,2039.5,0.3,611.85
CUST51289421,CUST59650901,1,1407,0.3,422.1
CUST51289421,CUST84769011,1,1426.5,0.3,427.95
CUST51289421,EXTERNAL908108,1,1882,0.3,564.6
CUST51382572,CUST38711842,1,472,0.3,141.6
CUST51382572,EXTERNAL543177,1,1620,0.3,486
CUST51406467,CUST20406227,1,1405,0.6,843
CUST51411082,EXTERNAL121103,1,4474,0.3,1342.2
CUST51411082,EXTERNAL469568,1,4928,0.3,1478.4
CUST51470945,CUST55614695,1,106,0.3,31.8
CUST51492038,CUST94687811,1,770,0.3,231
CUST51501732,CUST57212625,1,3,0.3,0.9
CUST51535869,CUST66327417,1,46,0.3,13.8
CUST51679688,EXTERNAL200353,1,2100,0.6,1260
CUST51688525,CUST34478095,1,304.5,0.3,91.35
CUST51688525,CUST76981370,1,215,0.3,64.5
CUST51748072,CUST34251561,1,1514,0.6,908.4
CUST51774322,CUST32541301,1,2977.5,0.3,893.25
CUST51774322,CUST48233698,1,165,0.3,49.5
CUST51774322,EXTERNAL135610,1,4294,0.3,1288.2
CUST51774322,EXTERNAL751137,1,3154.5,0.3,946.35
CUST51779153,CUST94918950,1,42494,0.6,25496.4
CUST51889715,CUST89582940,1,286,0.6,171.6
CUST51966548,CUST79739701,1,275,0.3,82.5
CUST51967617,CUST39732579,1,2609.5,0.6,1565.7
CUST52017896,CUST49112623,1,493,0.3,147.9
CUST52037713,CUST29725513,1,417,0.6,250.2
CUST52084911,CUST65133847,1,1125,0.3,337.5
CUST52084911,EXTERNAL688930,1,725,0.3,217.5
CUST52088777,CUST51794708,1,4422,0.3,1326.6
CUST52088777,EXTERNAL113125,1,10331,0.3,3099.3
CUST52182389,CUST39732579,1,76,0.6,45.6
CUST52246000,CUST13944316,1,147,0.6,88.2
CUST52269735,CUST63505111,1,1660,0.3,498
CUST52310666,CUST13567965,1,512,0.3,153.6
CUST52341932,CUST41274277,1,1026,0.3,307.8
CUST52345666,CUST13567965,1,68.5,0.3,20.55
CUST52409335,CUST39216311,1,159,0.3,47.7
CUST52417446,CUST33707167,1,3645,0.3,1093.5
CUST52509482,EXTERNAL500377,1,48,0.3,14.4
CUST52512527,EXTERNAL783336,1,535.5,0.3,160.65
CUST52528253,CUST89273283,1,2762.5,0.3,828.75
CUST52542506,CUST84709973,1,118,0.6,70.8
CUST52563437,CUST28984415,1,222,0.3,66.6
CUST52677795,CUST90346975,1,1002,0.3,300.6
CUST52708681,CUST40703038,1,128,0.6,76.8
CUST52714176,EXTERNAL970947,1,1050,0.6,630
CUST52804741,CUST79785436,1,18,0.6,10.8
CUST52831127,CUST48488143,1,1968.5,0.6,1181.1
CUST52831127,EXTERNAL163718,1,590,0.6,354
CUST53008005,CUST26141961,1,995,0.3,298.5
CUST53042211,CUST17997346,1,288,0.3,86.4
CUST53051735,CUST68147585,1,162,0.3,48.6
CUST53065611,CUST28813703,1,0,0.3,0
CUST53069370,CUST21436537,1,3430,0.3,1029
CUST53069370,CUST65630485,1,3485,0.3,1045.5
CUST53102851,CUST90921813,1,6,0.3,1.8
CUST53130808,CUST90227869,1,109,0.3,32.7
CUST53254774,CUST26141961,1,970,0.3,291
CUST53270747,EXTERNAL439731,1,29.5,0.3,8.85
CUST53285652,CUST69837875,1,1360,0.3,408
CUST53371334,CUST13944316,1,203.5,0.6,122.1
CUST53480841,CUST82059495,1,253.5,0.3,76.05
CUST53488913,CUST24474339,1,20.5,0.3,6.15
CUST53505531,EXTERNAL178145,1,207,0.3,62.1
CUST53558767,CUST81654004,1,70,0.3,21
CUST53638983,CUST96855426,1,12188.5,0.3,3656.55
CUST53655308,CUST39648535,1,5097,0.3,1529.1
CUST53655690,EXTERNAL364167,1,90.5,0.6,54.3
CUST53699007,CUST17871991,1,2758,0.3,827.4
CUST53699007,CUST63505111,1,1080,0.3,324
CUST53699007,EXTERNAL419172,1,3917,0.3,1175.1
CUST53732627,CUST87261752,1,47,0.6,28.2
CUST53754313,CUST17492750,1,228,0.3,68.4
CUST53823013,CUST69081517,1,95,0.3,28.5
CUST53833901,CUST50538854,1,26254,0.6,15752.4
CUST53834711,CUST47437733,1,1,0.3,0.3
CUST53837804,CUST96702713,1,8322,0.3,2496.6
CUST53846162,CUST34756871,1,2620,0.3,786
CUST53860337,CUST37136321,1,1664,0.3,499.2
CUST53860337,CUST65275585,1,1046,0.3,313.8
CUST53860337,CUST93200414,1,4800,0.3,1440
CUST53972922,CUST32026895,1,1693.5,0.3,508.05
CUST53972922,CUST48935248,1,270,0.3,81
CUST53972922,EXTERNAL387988,1,3669.5,0.3,1100.85
CUST54009858,CUST24434573,1,943.5,0.3,283.05
CUST54072312,EXTERNAL462083,1,1135,0.3,340.5
CUST54164127,CUST39233758,1,6890,0.3,2067
CUST54164127,CUST99559288,1,5146,0.3,1543.8
CUST54164127,EXTERNAL442222,1,1444,0.3,433.2
CUST54164127,EXTERNAL653823,1,6599.5,0.3,1979.85
CUST54164127,EXTERNAL687565,1,20907,0.3,6272.1
CUST54164127,EXTERNAL750242,1,22235,0.3,6670.5
CUST54173545,CUST76493457,1,398,0.3,119.4
CUST54180173,CUST24660111,1,3946.5,0.3,1183.95
CUST54180173,CUST39154143,1,1705,0.3,511.5
CUST54180173,CUST40748487,1,1520,0.3,456
CUST54180173,CUST75877351,1,1528,0.3,458.4
CUST54180173,CUST84769011,1,14774,0.3,4432.2
CUST54190462,CUST44121353,1,3270,0.3,981
CUST54190462,CUST76138610,1,1958,0.3,587.4
CUST54190462,EXTERNAL196527,1,900,0.3,270
CUST54190462,EXTERNAL597840,1,2785,0.3,835.5
CUST54224236,EXTERNAL487415,1,240,0.3,72
CUST54247494,CUST32838242,1,247,0.6,148.2
CUST54409696,CUST44605894,1,471.5,0.3,141.45
CUST54409696,CUST49547303,1,486.5,0.3,145.95
CUST54417087,CUST84709973,1,1411,0.6,846.6
CUST54432591,CUST31652369,1,360,0.3,108
CUST54519908,CUST93823788,1,840,0.3,252
CUST54522111,CUST86422958,1,222,0.6,133.2
CUST54568606,CUST29185988,1,2915.5,0.3,874.65
CUST54568606,CUST74777248,1,3870,0.3,1161
CUST54568606,CUST92872028,1,654.5,0.3,196.35
CUST54570501,CUST21528956,1,684.5,0.3,205.35
CUST54570501,CUST52898455,1,146,0.3,43.8
CUST54570501,CUST75420416,1,988.5,0.3,296.55
CUST54570501,CUST90195396,1,9730,0.3,2919
CUST54570501,EXTERNAL246667,1,7253.5,0.3,2176.05
CUST54599322,CUST26866717,1,3956,0.3,1186.8
CUST54599322,EXTERNAL931050,1,51.5,0.3,15.45
CUST54636272,EXTERNAL549644,1,582,0.3,174.6
CUST54667057,CUST84709973,1,1390,0.6,834
CUST54674953,CUST84709973,1,6595,0.6,3957
CUST54678192,CUST88436666,1,97,0.3,29.1
CUST54692597,EXTERNAL439731,1,94,0.3,28.2
CUST54743885,CUST36025754,1,4380,0.3,1314
CUST54743885,CUST83124299,1,4833,0.3,1449.9
CUST54743885,CUST89137381,1,9838.5,0.3,2951.55
CUST54746350,CUST64366640,1,18,0.6,10.8
CUST54796750,CUST33461102,1,1429,0.3,428.7
CUST54796750,CUST42018874,1,1593,0.3,477.9
CUST54796750,CUST73937732,1,1881,0.3,564.3
CUST54824712,CUST51470945,1,10,0.3,3
CUST54856180,EXTERNAL544325,1,8,0.6,4.8
CUST54897490,CUST40682551,1,36,0.3,10.8
CUST54912070,CUST16469620,1,62.5,0.3,18.75
CUST54922934,CUST31366173,1,259,0.6,155.4
CUST54998889,EXTERNAL801218,1,35,0.3,10.5
CUST55008155,CUST85893508,1,84,0.3,25.2
CUST55091956,CUST38098328,1,14,0.6,8.4
CUST55126865,CUST99931838,1,5152,0.3,1545.6
CUST55126865,EXTERNAL718485,1,4664,0.3,1399.2
CUST55203350,CUST78554577,1,20,0.3,6
CUST55231543,CUST50338284,2,184,0.3,55.2
CUST55231543,EXTERNAL347878,1,80,0.3,24
CUST55246499,CUST29679797,1,3486,0.6,2091.6
CUST55257702,CUST68147585,1,4,0.3,1.2
CUST55332291,CUST92888820,1,570,0.3,171
CUST55332291,EXTERNAL448706,1,924,0.6,554.4
CUST55354189,CUST78803542,1,322,0.3,96.6
CUST55379924,CUST49698802,1,59,0.6,35.4
CUST55380106,CUST28434211,1,1873.5,0.6,1124.1
CUST55380756,CUST28295610,1,396,0.3,118.8
CUST55380756,CUST52515201,1,2000,0.3,600
CUST55380756,EXTERNAL339621,1,49564,0.3,14869.2
CUST55386502,EXTERNAL303366,1,3527,0.3,1058.1
CUST55408933,CUST50338284,1,689.5,0.3,206.85
CUST55457270,CUST75233380,1,329.5,0.6,197.7
CUST55502501,CUST13022889,1,1069,0.3,320.7
CUST55502501,EXTERNAL226600,1,1518,0.3,455.4
CUST55502501,EXTERNAL475289,1,2029,0.3,608.7
CUST55502501,EXTERNAL483111,1,1981,0.3,594.3
CUST55524461,CUST57964113,1,1076,0.3,322.8
CUST55524461,CUST69895799,1,806,0.3,241.8
CUST55533778,CUST11025700,1,558,0.3,167.4
CUST55572313,CUST15182071,1,276,0.3,82.8
CUST55624027,CUST63505111,1,1376.5,0.3,412.95
CUST55624027,EXTERNAL176215,1,1380,0.3,414
CUST55731575,CUST99163899,1,205,0.3,61.5
CUST55738775,CUST14421422,1,470,0.3,141
CUST55739514,CUST73199995,1,3680,0.6,2208
CUST55739514,CUST81232964,1,4802,0.6,2881.2
CUST55739514,EXTERNAL531933,1,6244,0.6,3746.4
CUST55912680,CUST82014593,1,1826,0.6,1095.6
CUST55962417,CUST81265791,1,290,0.3,87
CUST56017929,EXTERNAL743527,1,153,0.3,45.9
CUST56026237,CUST47262010,1,109,0.3,32.7
CUST56048650,CUST17871991,1,1859,0.3,557.7
CUST56048650,CUST50071501,1,2831,0.3,849.3
