Source,Target,Amount,trxn_id,transaction type
CUST54164127,CUST39233758,6890,CPMF73366744,0
CUST54164127,EXTERNAL687565,20907,GWON87090844,0
CUST54164127,EXTERNAL442222,1444,VTCS44436337,0
CUST83672431,EXTERNAL784760,35084,UNTO10742651,0
CUST83672431,CUST22358116,1424,WMDN72093151,0
CUST12175325,EXTERNAL655604,1065.5,WGPM49634509,0
CUST39529653,CUST99741628,6908,LXMF43470575,0
CUST39529653,CUST43790050,7442,THSL49864133,0
CUST39529653,CUST71829503,8550,SSFM39492377,0
CUST39529653,CUST45942328,1366,XCUG55026551,0
CUST39529653,CUST67391185,9922,JYJM27641350,0
EXTERNAL307896,CUST36618868,1266,QFUE49997536,0
EXTERNAL350569,CUST49282544,1963,AIQU69616616,0
EXTERNAL350569,CUST54896335,9390,GXDW40285540,0
EXTERNAL350569,CUST90049484,10220,PUMR97641559,0
EXTERNAL350569,CUST69392461,1900,QHRM28863391,0
EXTERNAL258215,CUST27090887,2617,GADK11367577,0
EXTERNAL258215,CUST81568204,3770.5,ARCY42187238,0
CUST63978138,CUST56233220,4298.5,BGBP77111504,0
EXTERNAL231335,CUST45575096,1273,QYIB79303395,0
EXTERNAL231335,CUST67188791,1190,WBHS61697788,0
EXTERNAL651858,CUST82364791,5180,VXML31721579,0
EXTERNAL651858,CUST90144528,4337,ZHVI27864452,0
CUST34208206,EXTERNAL735155,10315,SYDM60908609,0
CUST79764683,CUST24796531,4986,XWFP62022313,0
CUST79764683,EXTERNAL229668,6582,FFNT57798024,0
CUST40154160,CUST36132392,3892.5,AEVV24194431,0
CUST40154160,EXTERNAL659117,3014,UFZK56732911,0
CUST47350723,CUST83205189,2049,TGTX88420691,0
CUST47350723,EXTERNAL201333,1830.5,EWAD28370883,0
CUST47350723,CUST80506418,2628,NZAR36543936,0
CUST47350723,CUST45781011,2460,GVSJ91165965,0
EXTERNAL855084,CUST90320235,3295,ZEVV73199963,0
CUST69102376,EXTERNAL821036,10810,UAHX61627462,0
EXTERNAL363447,CUST70931514,1164,FGVO73529829,0
CUST12906724,CUST98837518,1670,AQWA34160520,0
CUST12906724,EXTERNAL809161,4389.5,CXWB88110388,0
CUST12906724,CUST54781493,7342.5,JTRW21786429,0
CUST36672855,EXTERNAL791420,5103,ANHB98558429,0
CUST38558862,CUST75006416,2102,ULZS59539956,0
CUST38558862,CUST12928880,12662,FSZV55206060,0
CUST38558862,CUST42166847,2984,IPUI78655908,0
EXTERNAL171367,CUST57509750,2989.5,ZJRI99206328,0
EXTERNAL171367,CUST57948205,1137,KPYI67543167,0
CUST11329336,EXTERNAL860474,1100,NFDL21259117,0
CUST97079668,EXTERNAL257199,5661,PTSV77186312,0
EXTERNAL309376,CUST76310070,7965,MAKA90414734,0
EXTERNAL309376,CUST70011322,5801,ZMEB94595911,0
EXTERNAL696816,CUST34928306,1405.5,MUXA75370601,0
EXTERNAL696816,CUST39820019,2266,VTND24900424,0
EXTERNAL546130,CUST48032388,36318.5,XETG97078846,0
EXTERNAL546130,CUST32307997,8123.5,OZPR45692315,0
EXTERNAL281721,CUST27317710,1203,GYQP38365910,0
EXTERNAL388715,CUST14402173,3400,PAVU85976577,0
EXTERNAL388715,CUST50981339,4547.5,TUEG91410035,0
EXTERNAL388715,CUST13851829,6601,TETE73029010,0
EXTERNAL388715,CUST11195516,2415,FRRC69933481,0
CUST65490444,CUST34757875,7089,TVLL53680164,0
CUST72449835,EXTERNAL190098,1281,PJHT27217795,0
EXTERNAL853997,CUST76310070,6340,PLSD89449132,0
EXTERNAL853997,CUST56623989,8632.5,KPBI80130145,0
CUST24878720,CUST10071060,8499,JUAU22428178,0
CUST36252074,EXTERNAL678785,1088,HSDD89700481,0
EXTERNAL839588,CUST97271711,1500,RJHC27191841,0
CUST30281584,CUST31917982,1181,EXJU31400209,0
CUST32254854,EXTERNAL576111,11138,JXZL93672954,0
CUST45814318,CUST30747139,1628,CRLY28423853,0
CUST45814318,EXTERNAL725720,2136,GZKS42116428,0
CUST58627608,EXTERNAL203427,7800,LLAX84688213,0
CUST34881972,EXTERNAL623894,1435,KUWG88884870,0
EXTERNAL652650,CUST48445622,5900,YIJR81172058,0
EXTERNAL205255,CUST31205407,1725.5,DXDN98528388,0
EXTERNAL205255,CUST93338914,4615,EFTK71553891,0
EXTERNAL300957,CUST58578449,1992,HVPE72811412,0
EXTERNAL300957,CUST68764858,4448.5,URPS84370234,0
EXTERNAL300957,CUST33791144,1766.5,SYZJ85970587,0
EXTERNAL300957,CUST73076750,3786,GXWL59619558,0
EXTERNAL300957,CUST80400747,3022.5,UAEZ60138300,0
CUST90356962,EXTERNAL717568,6964.5,KDHJ61894226,0
CUST90356962,CUST54119655,3216,SLLP32686140,0
CUST90356962,EXTERNAL747607,4838,RDEX85671950,0
CUST90356962,CUST48372369,4610,TGYQ77124768,0
CUST49561640,EXTERNAL509763,4109,PFJP65530677,0
CUST49561640,CUST27097040,3750,IJKL47850561,0
CUST94059988,EXTERNAL190628,1518,XXGT85666615,0
CUST58277635,CUST62785585,2680,WPEN22894642,0
CUST83835235,CUST65829470,10350,YQCZ91659991,0
CUST83835235,CUST42622757,4336,OXYQ84750748,0
CUST83835235,CUST26427253,1205.5,WLWI66147471,0
EXTERNAL274102,CUST80751103,2747,VGMN77081048,0
EXTERNAL520300,CUST41203625,1055,OCLJ72550218,0
EXTERNAL520300,CUST64158208,1038,RFPF84508978,0
CUST94362262,CUST76796522,2740,TEPR12334786,0
CUST94362262,CUST54405614,1252,OQBA41704209,0
EXTERNAL234388,CUST28797217,1884,OTGL86972315,0
EXTERNAL234388,CUST71036337,12842.5,QWGT94343066,0
CUST65627533,CUST67820573,1115,WWDG15148560,0
CUST65627533,EXTERNAL289683,9067,SBYN28855433,0
CUST37497310,CUST55578131,8398,WSVO96372997,0
CUST86301491,CUST73980985,1182,QCWQ41306999,0
CUST56776537,CUST64131039,1068.5,ZWHT75091304,0
CUST56776537,EXTERNAL519448,10660,WUYR11914544,0
CUST56776537,EXTERNAL260461,2180,RKRY50795056,0
CUST56776537,EXTERNAL582565,6808,JWIK29258365,0
CUST56776537,CUST27059687,14505,AJGQ98652068,0
CUST38052134,EXTERNAL913947,5900,SDIN55060882,0
EXTERNAL460040,CUST72029685,1288.5,TGBK13463883,0
EXTERNAL460040,CUST83231642,1690,SNWQ34834622,0
EXTERNAL460040,CUST89692716,2323,ZUIA20599094,0
EXTERNAL460040,CUST82425774,1119,YTLO96719389,0
EXTERNAL179270,CUST44360707,3830,PZFU36649355,0
CUST69325569,CUST70573682,6568,LIIT79127562,0
CUST69325569,CUST93284065,33076,YDIR19129026,0
CUST69325569,EXTERNAL546554,6508.5,DZNP80001879,0
CUST93365087,CUST81422005,1226,NCJZ34011412,0
EXTERNAL624150,CUST80123173,2456,MZUV12410510,0
EXTERNAL960928,CUST56776537,1878,UAPG32492635,0
CUST85592028,CUST62739749,3711,PRLB66115513,0
CUST85592028,EXTERNAL226931,1789,BKGA29605281,0
CUST85592028,CUST68685967,1969.5,ZKIY64688658,0
CUST85592028,CUST60295518,1646,KJVL42678894,0
CUST52831127,CUST48488143,1968.5,VWHA69323342,0
CUST64081602,CUST35839985,2046,KRZK33568638,0
CUST90455612,CUST33005094,2665,QEJV97258139,0
CUST90455612,CUST19744784,1385,UPZM47391904,0
CUST90455612,CUST16968541,1800,SLLU18131362,0
CUST33174501,EXTERNAL765047,5475,OTIM96153063,0
CUST14449781,CUST69446469,2738.5,UJGQ22498151,0
CUST14449781,EXTERNAL473457,23449,RJXB81788327,0
CUST14449781,EXTERNAL347619,19400,XWRR89871300,0
CUST11144716,CUST74459793,2730,PXMX80914680,0
EXTERNAL338448,CUST27321465,4420,KUIN82147537,0
EXTERNAL338448,CUST34456042,3390,IABJ32361868,0
CUST65951882,CUST34949891,15024.5,QTTH48444351,0
EXTERNAL547979,CUST18692506,1590,ORVQ86412031,0
CUST72239801,EXTERNAL399593,2641,EJKR88401259,0
EXTERNAL587869,CUST81648666,10508,GTIN45933217,0
CUST76117671,CUST25026721,1037,ABKF30037447,0
CUST76117671,CUST27462098,1756,VNUL65764234,0
EXTERNAL268568,CUST20360066,5660,GZSC56403013,0
CUST63930329,CUST22648922,1662,OTCX90073839,0
CUST20320434,EXTERNAL946189,7020,NDLO29519066,0
CUST77811263,EXTERNAL180476,2277,AUEZ53896817,0
EXTERNAL657584,CUST37547932,2700,POGS91625713,0
EXTERNAL657584,CUST82756356,1322,SOTR37127907,0
CUST24948072,EXTERNAL587551,10506,WZRF99446439,0
CUST24948072,EXTERNAL723075,3848,TXKO61114979,0
CUST20560150,EXTERNAL775516,3911.5,APTL86025432,0
CUST65500570,CUST73795549,1358,HQKU93461216,0
CUST65500570,CUST71937428,4141,ZNLR77394385,0
CUST79281989,CUST90118264,2500,YTKN22947910,0
CUST68317732,EXTERNAL930138,1722,LGNO17558223,0
CUST68317732,CUST79777492,2224,MFVD51665568,0
CUST90297504,CUST89031816,1100,NXJC99142971,0
CUST90297504,EXTERNAL840993,9366,BIRU90773199,0
CUST90297504,CUST82441195,2848,CNFA83782455,0
CUST90297504,EXTERNAL249421,1387,XNXS93316271,0
CUST90297504,EXTERNAL492309,8104,KCSL91982051,0
CUST90297504,CUST79102421,2274.5,VOBW88267348,0
CUST90297504,EXTERNAL455104,9567,KFTA82270175,0
CUST23711723,CUST79978908,1784.5,RIRQ75703550,0
EXTERNAL489212,CUST95808265,6800,CMAK89065418,0
EXTERNAL489212,CUST40959946,7305,UXJU93639487,0
EXTERNAL729898,CUST71113646,2360,XENF28130438,0
EXTERNAL729898,CUST95931054,9939.5,HZBB63723657,0
EXTERNAL729898,CUST88575448,9323,RYLH71952684,0
EXTERNAL289793,CUST26198633,1354,VAEM30003018,0
CUST87448990,EXTERNAL769455,48705,QSQQ23393446,0
CUST81232964,CUST37046029,3951,YJXC96920039,0
CUST38835328,EXTERNAL769455,40720,FRSC28120051,0
CUST33187681,CUST73152107,1276.5,CWNR19489669,0
CUST72984651,CUST79908068,1344.5,QBIF58396151,0
EXTERNAL493999,CUST96441588,9397.5,IBBD35361558,0
CUST68685967,CUST18237193,1562,TSUO57591427,0
EXTERNAL766850,CUST51814553,1045,BPGW26031149,0
CUST83511562,EXTERNAL320577,1575,XGCB81868090,0
CUST83511562,EXTERNAL642020,6010.5,JYSX20431665,0
CUST83511562,EXTERNAL935464,3307,QKUD49451768,0
CUST14940080,EXTERNAL790105,2477.5,EZPS49258574,0
CUST14940080,CUST84549710,10858,CUKE79902046,0
CUST14940080,CUST37040055,11470,QDYE89133202,0
CUST14940080,CUST59662662,15690,YKVJ67863322,0
CUST24296444,CUST88896584,2482,WRTI73578781,0
CUST68737723,EXTERNAL632220,10414,RMAJ60632155,0
CUST68737723,CUST29385285,12420,UETH92014049,0
CUST68737723,EXTERNAL320577,3796,QBGS51854148,0
CUST68737723,CUST26829866,1893.5,YLXY92736728,0
CUST22362223,EXTERNAL106041,37840,PVYD91426795,0
CUST22362223,CUST24860259,4230,VOWP53232748,0
CUST22362223,EXTERNAL893445,2521,BPLQ83934845,0
CUST22362223,CUST21045356,2552,LAQJ98354935,0
EXTERNAL175455,CUST72239801,2304,ECWH19073505,0
CUST25024794,CUST72239801,1792,CLAX84845550,0
EXTERNAL844516,CUST54490370,1222,GXTJ25856967,0
EXTERNAL615881,CUST54490370,1181.5,UTCM61927379,0
EXTERNAL495788,CUST87731042,10347.5,APKY19684009,0
EXTERNAL761564,CUST87731042,1508,WXEE30780627,0
EXTERNAL498480,CUST87731042,3750,XJEY72420954,0
CUST75406604,CUST87731042,5768,NHAE67930790,0
EXTERNAL137311,CUST87731042,11258,ZNWH34952956,0
EXTERNAL574193,CUST87731042,5214,QMVA53973325,0
CUST71430847,CUST53185470,4900,RCAI64819048,0
CUST10780832,CUST53185470,3958.5,XGHE33499264,0
CUST74469299,CUST53185470,5019.5,UGFO93907558,0
EXTERNAL368612,CUST53185470,2800,LZOY49912281,0
CUST58343335,CUST69473096,1310,TMIQ79376355,0
CUST34106731,CUST69473096,1219.5,CSTI23487264,0
CUST81538491,CUST89733037,1232.5,JIXZ14669890,0
CUST82170120,CUST89733037,10598,LAVV86308716,0
EXTERNAL872918,CUST50237501,1295,ZJEE58824630,0
EXTERNAL743339,CUST50237501,1760,UWAO40147434,0
CUST14267164,CUST50237501,1735.5,VZXD52802656,0
EXTERNAL715687,CUST55005800,4689,NBKL29711566,0
CUST93857279,CUST55005800,4260,DAPG30856369,0
EXTERNAL495418,CUST55005800,1447.5,GFGJ32251505,0
CUST48739806,CUST73800248,1100,DLVZ52536794,0
EXTERNAL266226,CUST66327417,5530,KOUB67039548,0
CUST69926485,CUST69797278,1405,BAWU74332106,0
CUST65482747,EXTERNAL660609,35591,FOLY74074775,0
CUST23211367,EXTERNAL660609,922,YXNI15321879,0
EXTERNAL615674,CUST13022889,4950,QZHH60020091,0
EXTERNAL533300,CUST13022889,7460,BEKF31598402,0
EXTERNAL766358,CUST13022889,17554,OEYW58393284,0
CUST17865132,CUST13022889,18758,IMBC92452606,0
CUST28944542,CUST13022889,9419.5,WJTQ12039071,0
EXTERNAL286585,CUST13022889,5282.5,GNYU20060853,0
EXTERNAL268143,CUST13022889,4195,YKLE43131391,0
EXTERNAL380836,CUST26141961,4313,XMCC15875840,0
CUST11943516,CUST59407582,3945,PSEL17445944,0
EXTERNAL220643,CUST81265791,24008,NXQP11916563,0
CUST17136831,CUST81265791,4004,CZFU76000646,0
EXTERNAL946719,CUST90480699,2490,PGAY22464899,0
EXTERNAL577290,CUST90480699,2382,BMYS95840211,0
CUST21930288,CUST90480699,1610,DMDH53859024,0
EXTERNAL424293,CUST54938421,2266,ENEQ31715117,0
CUST39878673,CUST54938421,2184,GTUP55279394,0
CUST90977904,CUST64546436,5922,DVOU97563883,0
EXTERNAL840984,CUST93669479,2270,QKSJ58974165,0
EXTERNAL536647,CUST93669479,2294,DSDR27651588,0
EXTERNAL426148,CUST69081517,7245.5,XHMQ33575055,0
EXTERNAL549137,CUST88436666,12860,SMCF49157264,0
EXTERNAL429686,CUST88436666,1053,IXCS87469075,0
EXTERNAL305369,CUST88436666,2427,XAGD87634925,0
EXTERNAL835024,CUST88436666,4891,EMUY89738494,0
EXTERNAL478350,CUST47761322,1310.5,LXRE74159535,0
CUST17626754,CUST80923417,1724,YHGU74941340,0
CUST91350071,CUST55614695,1440,VGXM58014338,0
CUST60808804,CUST39216311,2731,CVDV30078821,0
EXTERNAL179942,CUST39216311,6552,ZGRF71804765,0
CUST11448476,CUST43422083,1045,HDCN83168299,0
EXTERNAL224423,CUST43422083,2088,VAKH68215444,0
EXTERNAL360385,CUST28813703,1087,BGTK36095579,0
EXTERNAL605027,CUST28813703,1700,DXPA84080582,0
EXTERNAL163291,CUST34756871,4334,XRTM11764052,0
EXTERNAL689816,CUST34756871,1132.5,LEUJ11556667,0
CUST60300024,CUST34756871,5069,VNEV35667402,0
CUST12327927,CUST96855426,16670,NUQZ17806251,0
CUST53638983,CUST96855426,12188.5,JFFA87159346,0
CUST32348352,CUST38966266,1072,XSBV91230374,0
EXTERNAL577314,CUST38966266,14375,BFJW64260895,0
CUST55126865,CUST99931838,5152,AGLG11202752,0
CUST96201122,CUST64222586,5142,DQJJ18544839,0
CUST24895349,CUST64222586,6600,NCIP52955473,0
CUST84766808,CUST64222586,1806,IPOG81157902,0
EXTERNAL218407,CUST64222586,5671,UPBT46771400,0
CUST33588389,CUST64222586,2930,ZWLN59458233,0
EXTERNAL310569,CUST41274277,1446,OROT19515881,0
CUST87202977,CUST24564765,1103,UVVY94962477,0
CUST71021041,CUST99442802,1080,OBXJ94560535,0
CUST88746945,CUST24434573,1116,BLAY95116668,0
EXTERNAL818174,CUST40709755,5563.5,AHPM36223481,0
EXTERNAL606192,CUST40709755,1755,FODV62952715,0
CUST74437186,CUST40709755,4350,XLSO48218697,0
EXTERNAL720737,CUST94577407,1063.5,JNPN49339042,0
EXTERNAL833117,CUST94577407,3200,LCJH11766088,0
CUST46969180,CUST68147585,2975,VIIE48215867,0
CUST97979052,CUST76493457,4351,EZUD72885276,0
EXTERNAL380836,CUST76493457,3220,KLBB49392014,0
EXTERNAL365632,CUST76493457,1800,IPGZ41092826,0
EXTERNAL797772,CUST76493457,45616,ZAUK10392731,0
EXTERNAL780296,CUST99281574,13370,MSLA54680199,0
EXTERNAL607963,CUST99281574,2750,BTPV28693518,0
EXTERNAL513386,CUST99281574,1263,XEQE83683083,0
EXTERNAL900386,CUST85302937,2879.5,NYXA53267292,0
EXTERNAL433275,CUST85302937,1830,NGKB58461253,0
CUST45464365,CUST24255560,6647,GAMM35929875,0
CUST43273953,CUST24255560,5542,OXUN61875656,0
EXTERNAL478039,CUST24255560,1232.5,MPGM94596321,0
EXTERNAL637163,CUST24255560,2445,AUOW48389266,0
EXTERNAL856363,CUST24255560,2890,UTRE81446174,0
EXTERNAL668702,CUST24255560,4888,QLIB78018105,0
CUST17415330,CUST24255560,2520.5,RNVQ24439222,0
CUST50574512,CUST58130513,1907.5,LTVU66007486,0
EXTERNAL525037,CUST55050625,5079,DCXV40058792,0
EXTERNAL886838,CUST39648535,2801,WPLD53722510,0
EXTERNAL109375,CUST39648535,1298,VGNY19396634,0
EXTERNAL593261,CUST93823788,16821,DKJQ12044992,0
EXTERNAL886577,CUST93823788,1674.5,AMPZ18790097,0
CUST16387074,CUST93823788,14983.5,BNIW60995934,0
CUST99559288,CUST93823788,6843,PFWC10109530,0
EXTERNAL256010,CUST93823788,4600.5,HEUJ78844674,0
CUST62930495,CUST93823788,1016,BMHN53786357,0
CUST31701473,CUST93823788,1656,LSPU43306533,0
CUST91379645,CUST71482189,1920,DQNW14946332,0
CUST46106099,CUST89273283,2086.5,CKOS67741312,0
EXTERNAL447954,CUST89273283,1404,BIHD76804403,0
EXTERNAL883956,CUST89273283,1960,QECZ85245078,0
EXTERNAL201264,CUST36025754,1224,JFDA61159111,0
EXTERNAL100877,CUST83124299,1478.5,JWZJ78084971,0
EXTERNAL722949,CUST83124299,7060,LWWR38516183,0
EXTERNAL102170,CUST48804147,1297,NXNO73456158,0
EXTERNAL872871,CUST48804147,8280,VTEO44979652,0
CUST62981181,CUST48804147,22020,RQOE69359565,0
CUST23466844,CUST48804147,32686,ILFD89548529,0
EXTERNAL717356,CUST68297791,3216.5,DYDF66521696,0
CUST28688963,CUST68297791,2620,NBDE97657966,0
EXTERNAL240786,CUST68297791,9048.5,QAXG71118776,0
EXTERNAL842003,CUST28984415,2428,EBEP80157387,0
EXTERNAL483988,CUST28984415,1054,TYUB53496477,0
CUST47768060,CUST28984415,2715,PKUD11045053,0
CUST16265664,CUST34502455,2807,JOPE64355630,0
CUST64762496,CUST69837875,1197,LECX32577204,0
CUST22462561,CUST49112623,2986,MBDM44095670,0
EXTERNAL578726,CUST79138251,5370,GUQX46342976,0
EXTERNAL566003,CUST79138251,3944.5,AYHL65705859,0
EXTERNAL253910,CUST79138251,12743.5,ZBPY63711567,0
EXTERNAL291945,CUST79138251,36520,ZNOC89842385,0
EXTERNAL424859,CUST79138251,1063,AJPP43313204,0
EXTERNAL809685,CUST56743898,4971.5,VUXM41207846,0
EXTERNAL655699,CUST56743898,1102,VWZQ44957043,0
EXTERNAL748173,CUST90346975,1386,XPKK52133878,0
CUST12417535,CUST90346975,1037.5,XAJZ53256384,0
EXTERNAL440056,CUST90346975,2254,SOJD22091375,0
EXTERNAL736916,CUST83256896,3033.5,NKDY61469976,0
EXTERNAL543080,CUST12121537,10140,JKMC79347349,0
CUST70748820,CUST31374725,2805,YSQC74767430,0
CUST73448309,CUST92232880,1651,YZBZ89397176,0
CUST22385151,CUST92232880,1722,FFZK25768264,0
CUST10543571,CUST92232880,1790,WUHG48363373,0
EXTERNAL354816,CUST92232880,1508,OZKY45499786,0
EXTERNAL902871,CUST92232880,15904,LXTN99963194,0
EXTERNAL477098,CUST92232880,1514.5,GPKJ56508837,0
CUST17108298,CUST84709973,1475,DSQD24592560,0
CUST54674953,CUST84709973,6595,QREQ40110510,0
EXTERNAL681570,CUST84709973,1382.5,NMZG45227692,0
EXTERNAL659465,CUST84709973,7006,RJFU60942612,0
CUST64088568,CUST32419908,1042,WJWU60011217,0
EXTERNAL467782,CUST32419908,32250,JTYV29824295,0
EXTERNAL621927,CUST32419908,2219.5,WJPQ44317882,0
EXTERNAL453014,CUST32419908,7275,NLKM23156449,0
CUST15709618,CUST18080503,1380,CFLW30545215,0
CUST71548981,CUST18080503,1370,CSFU32446126,0
EXTERNAL739427,CUST18080503,7187,OQPO96022718,0
CUST63929658,EXTERNAL279728,1941,NHXU58979967,0
CUST14410112,EXTERNAL279728,7626.5,WLEQ55845271,0
EXTERNAL619692,CUST48478896,17646.5,GJGW65706270,0
CUST39660914,CUST92733696,7751,MSLD33355165,0
EXTERNAL952278,CUST92733696,7528,TPMN46908885,0
CUST83957107,CUST92733696,1659,QGMU43728522,0
CUST73251286,CUST92733696,2515,DPLG50734940,0
EXTERNAL616001,CUST84195234,37050,ETZF98219655,0
EXTERNAL414499,CUST49561640,18130,JAAI25442299,0
CUST51193749,CUST12694182,3948,WOFH94398739,0
CUST24786329,CUST37497310,3103,RTPQ87414504,0
CUST66188409,CUST37497310,9530,WMSB60475282,0
EXTERNAL993035,CUST97404838,1860,ICEJ47142243,0
EXTERNAL583622,CUST97404838,17312.5,HEYL40093467,0
CUST62438243,CUST97404838,2108,RTHK57684973,0
EXTERNAL777805,CUST29725513,1408,SYKS61455105,0
CUST43123101,CUST29725513,2128,ZNTZ79235901,0
CUST12533027,CUST29725513,2262,WDIQ96032394,0
CUST27280148,CUST86422958,4335,XHEV36455688,0
EXTERNAL498364,CUST63606829,2427.5,ARFC96679907,0
EXTERNAL192854,CUST11652307,2309.5,XDQL90694624,0
CUST75607945,CUST11652307,3816,AVZA66024121,0
EXTERNAL977844,CUST11652307,1418,JUBW98767717,0
EXTERNAL729112,CUST35740537,1990,NEHO33682542,0
CUST15222342,CUST35740537,1587,ECML58423894,0
EXTERNAL607191,CUST80669678,5876,YKMI27039502,0
EXTERNAL687221,CUST93300931,3890,SYYL97778369,0
CUST24780314,CUST93300931,2819,FIYY29075565,0
EXTERNAL499436,CUST83877426,6491,UAOH51191323,0
CUST66055359,CUST83877426,2087.5,WYHI60627682,0
CUST57423939,EXTERNAL364167,4463,QBIF44882141,0
CUST70713035,EXTERNAL364167,4052.5,NMLK41326937,0
EXTERNAL748337,CUST81232964,2729,ARQN73202296,0
CUST12991849,CUST81232964,4216,BYBM48881238,0
CUST21277628,CUST73199995,23141,QCXZ41462693,0
EXTERNAL976965,CUST73199995,12883,NTSI26177057,0
CUST39718919,CUST73199995,23226,ANWK84265001,0
CUST10465526,CUST36687448,1184,ZMMA12558576,0
EXTERNAL278770,CUST95392160,1900,YYQY80301245,0
EXTERNAL888380,CUST74327086,1940,DTVV58138628,0
CUST76412263,EXTERNAL117176,24100,PVSV16932274,0
CUST57424309,EXTERNAL339621,44145,GSZR77066278,0
CUST48471885,CUST87635633,3092,PWBJ89529724,0
EXTERNAL594322,CUST18826840,1952,IUXV36024388,0
EXTERNAL350287,CUST18826840,1660,XMLG74251192,0
EXTERNAL590272,CUST18826840,3105,JIRC45844959,0
CUST68585930,CUST18826840,1629,RSWA10873619,0
EXTERNAL671505,CUST19764961,22701.5,THGN40920696,0
EXTERNAL559736,CUST19764961,21298,ROEP52558582,0
CUST91911031,CUST19764961,2846,RAER37035185,0
CUST11053299,CUST19764961,1504,EQQZ58773377,0
EXTERNAL895869,CUST19764961,7770,UGVH65971664,0
CUST17492410,CUST19764961,2381,HRHQ24080161,0
CUST87720590,EXTERNAL808154,3832,UWQS85646708,0
CUST14803339,CUST90585792,1305,ZWJI56520937,0
CUST20688050,CUST56743935,4483,WIAJ93982119,0
EXTERNAL991384,CUST56743935,7345,UAVW10253416,0
CUST39225154,CUST56743935,1484,ZHZV48164165,0
CUST36704314,CUST56743935,2247.5,WKFH47182739,0
CUST81888812,CUST33707167,1710,TMDY51929078,0
EXTERNAL892755,CUST22575999,2654,LSZF30303621,0
CUST78516455,CUST22575999,1943,EGSZ44991474,0
CUST62244628,CUST57964113,1002,QHHF80210948,0
CUST96968719,EXTERNAL363105,23545,FZIH67400552,0
CUST70058330,EXTERNAL659042,5377,LBJO94552206,0
CUST80457722,EXTERNAL659042,1700,LGFY44850157,0
EXTERNAL251411,CUST60309652,17660,OQFZ99291831,0
CUST44031254,CUST60309652,1930,QNHW48698292,0
CUST63455165,CUST77258732,1357.5,OASX34631050,0
EXTERNAL678694,CUST77258732,1505,ZGYL40216741,0
EXTERNAL801056,CUST77258732,1660,PCWO98615845,0
CUST27758588,EXTERNAL971883,8422.5,AYON59797866,0
CUST68851747,EXTERNAL646579,2270,WQUX85950766,0
CUST98252322,EXTERNAL646579,2350,KYRY63339322,0
CUST81012668,CUST48227096,2522,WTJH87347793,0
EXTERNAL854907,CUST28453984,1220,QMCY53311906,0
EXTERNAL613411,CUST28453984,1700.5,OSHW94536224,0
CUST22562029,CUST28453984,5644,EUHS64974797,0
EXTERNAL410647,CUST28453984,3957.5,YNNI21970240,0
CUST14147571,CUST53103922,1798,MLGQ86670055,0
CUST20400124,CUST62969185,7523,MRAH23604326,0
CUST42771757,CUST30904591,3974.5,NJDO32876115,0
EXTERNAL769251,CUST30904591,11795,FFDH27773937,0
EXTERNAL150687,CUST43659183,1217.5,RYMA14735931,0
EXTERNAL173264,CUST43659183,8300,NNFV35777689,0
EXTERNAL507324,CUST10409922,43302,FXUZ22202181,0
EXTERNAL985862,CUST10409922,5116.5,DOKA68840621,0
CUST94784373,CUST50071501,3606,ZIID71317283,0
EXTERNAL260149,CUST50071501,1719.5,LAGV57401634,0
EXTERNAL977339,CUST67674464,1130,JNXM38129166,0
EXTERNAL257419,CUST33118710,1204,EIXB82880059,0
CUST53837804,CUST96702713,8322,QLJH44891406,0
CUST28097648,CUST96702713,9498,VGUQ32938192,0
EXTERNAL759539,CUST31203996,6210,VRWD67731297,0
EXTERNAL302427,CUST94687811,36130,RCTD28106168,0
CUST30864341,CUST94687811,1741.5,KYPM14760287,0
EXTERNAL238024,CUST94687811,2282.5,WLII16119818,0
CUST16985746,CUST94687811,24429.5,OSDO96695261,0
EXTERNAL758599,CUST94687811,6142,XLZK70192779,0
EXTERNAL158755,CUST24539383,3689,XGXB37852109,0
CUST36778988,CUST24539383,5580,WHHY26298743,0
CUST56131631,CUST24539383,7628.5,SXZM55818930,0
EXTERNAL809577,CUST24539383,48750,AHQV50401191,0
EXTERNAL790916,CUST79801194,19842,ATUG60711920,0
EXTERNAL202227,CUST79801194,14884.5,ZUJB39627270,0
CUST61447396,CUST79801194,1180,GRQX44232082,0
CUST70690318,EXTERNAL656875,2852,GGYL42812302,0
EXTERNAL869262,CUST36183285,1740.5,CHQR25617091,0
EXTERNAL650913,CUST57853649,2065,NKBZ71514407,0
EXTERNAL274431,CUST78381392,1883.5,OFBC59711448,0
EXTERNAL601277,CUST25216525,15988,XONO25252379,0
EXTERNAL675782,CUST25216525,6659,ZMDH70497455,0
EXTERNAL840287,CUST72193210,1200,YFLZ32086257,0
EXTERNAL389699,CUST72193210,4091.5,SGWR28756429,0
EXTERNAL534203,CUST72193210,8750,UGDB22451099,0
CUST10661960,CUST78803542,1158.5,HNFP87070403,0
EXTERNAL126882,CUST89255843,7440,MHHZ73029954,0
CUST96639826,CUST87727321,6372,QZVL79374856,0
CUST16121426,CUST14421422,18363,OSXS12618101,0
EXTERNAL490568,CUST14421422,2020,LQLI56787323,0
EXTERNAL609128,CUST14421422,2650,STCB83523074,0
EXTERNAL525598,CUST67775829,3863.5,MVKO41887260,0
CUST44823081,CUST67775829,1960,IROB29068574,0
