Source,Target,counts,Amount,Risk Index,Weight
CUST81897467,EXTERNAL181717,1,5030,0.3,1509
CUST74469299,CUST53185470,1,5019.5,0.3,1505.85
EXTERNAL600254,CUST99281574,1,5017,0.3,1505.1
EXTERNAL554333,CUST76027950,1,5007,0.3,1502.1
EXTERNAL715836,CUST29666291,1,4986.5,0.3,1495.95
CUST79764683,CUST24796531,1,4986,0.3,1495.8
EXTERNAL282310,CUST28125890,1,4977,0.3,1493.1
EXTERNAL809685,CUST56743898,1,4971.5,0.3,1491.45
CUST11892041,CUST56743898,1,4961,0.3,1488.3
EXTERNAL615674,CUST13022889,1,4950,0.3,1485
CUST57806030,CUST12364672,1,4940,0.3,1482
EXTERNAL420490,CUST12121537,1,4934.5,0.3,1480.35
CUST79764683,EXTERNAL469568,1,4930,0.3,1479
CUST51411082,EXTERNAL469568,1,4928,0.3,1478.4
CUST78571575,EXTERNAL656875,1,4920,0.3,1476
EXTERNAL940827,CUST69081517,1,4918,0.3,1475.4
CUST15451603,CUST42622757,1,4911,0.3,1473.3
CUST71430847,CUST53185470,1,4900,0.3,1470
EXTERNAL835024,CUST88436666,1,4891,0.3,1467.3
EXTERNAL668702,CUST24255560,1,4888,0.3,1466.4
EXTERNAL790701,CUST63920832,1,4888,0.3,1466.4
CUST86587232,CUST70977942,1,4875,1,4875
EXTERNAL126506,CUST60452458,1,4860,0.3,1458
EXTERNAL968972,CUST44720994,1,4854,0.3,1456.2
CUST68908113,CUST73628539,1,4846,0.3,1453.8
CUST54743885,CUST83124299,1,4833,0.3,1449.9
CUST39070172,CUST89291356,1,4800,0.3,1440
CUST53860337,CUST93200414,1,4800,0.3,1440
CUST19789963,CUST26313751,1,4789.5,0.3,1436.85
CUST44605894,CUST99654164,1,4780.5,0.3,1434.15
CUST75583375,EXTERNAL320135,1,4770,0.3,1431
CUST81064890,CUST19988152,1,4763,0.3,1428.9
CUST21450478,CUST26484854,1,4756.5,0.3,1426.95
CUST89817186,CUST30914972,1,4750,0.3,1425
EXTERNAL420490,CUST86587232,1,4746.5,0.3,1423.95
EXTERNAL931139,CUST76890350,1,4745,0.3,1423.5
EXTERNAL727460,CUST37136321,1,4728,0.3,1418.4
CUST95757658,EXTERNAL218562,1,4718,0.3,1415.4
CUST46333170,CUST49547303,1,4717,0.3,1415.1
EXTERNAL272399,CUST61709557,1,4696,0.3,1408.8
EXTERNAL302617,CUST82211624,1,4694.5,0.3,1408.35
EXTERNAL715687,CUST55005800,1,4689,0.3,1406.7
CUST19702299,EXTERNAL462083,1,4685,0.3,1405.5
CUST60843765,CUST39813987,2,4675,0.3,1402.5
CUST60945294,EXTERNAL820808,1,4668,0.3,1400.4
CUST55126865,EXTERNAL718485,1,4664,0.3,1399.2
CUST73457399,CUST95598416,1,4636,0.3,1390.8
CUST19911089,CUST79870489,1,4611,0.3,1383.3
EXTERNAL256010,CUST93823788,1,4600.5,0.3,1380.15
EXTERNAL486252,CUST99559288,1,4600,0.3,1380
CUST30100945,CUST54642718,1,4598,0.3,1379.4
EXTERNAL140181,CUST64222586,1,4593.5,0.3,1378.05
CUST32717756,CUST37345704,1,4582,0.3,1374.6
EXTERNAL323896,CUST13103717,1,4570,0.3,1371
EXTERNAL303795,CUST95598416,1,4558,0.3,1367.4
EXTERNAL172850,CUST38566003,1,4538,0.3,1361.4
CUST28198614,EXTERNAL958644,1,4532,0.3,1359.6
CUST58398920,CUST21436537,1,4508,0.3,1352.4
CUST20688050,CUST56743935,1,4483,0.3,1344.9
CUST83847324,EXTERNAL255917,1,4482.5,0.3,1344.75
EXTERNAL304204,CUST85302937,1,4480,0.3,1344
CUST51411082,EXTERNAL121103,1,4474,0.3,1342.2
CUST81897467,CUST72583544,1,4450,0.3,1335
CUST56703104,EXTERNAL566696,1,4429,0.3,1328.7
CUST52088777,CUST51794708,1,4422,0.3,1326.6
EXTERNAL115117,CUST44348689,1,4414,0.3,1324.2
CUST81064890,CUST90227869,1,4400,0.3,1320
EXTERNAL576756,CUST64498753,1,4400,0.3,1320
CUST12906724,EXTERNAL809161,1,4389.5,0.3,1316.85
CUST54743885,CUST36025754,1,4380,0.3,1314
CUST97979052,CUST76493457,1,4351,0.3,1305.3
CUST74437186,CUST40709755,1,4350,0.3,1305
EXTERNAL651858,CUST90144528,1,4337,0.3,1301.1
EXTERNAL940827,CUST88436666,1,4337,0.3,1301.1
CUST69571150,EXTERNAL590333,1,4336,0.3,1300.8
CUST97974328,EXTERNAL974460,1,4335,0.3,1300.5
EXTERNAL163291,CUST34756871,1,4334,0.3,1300.2
EXTERNAL297656,CUST32283109,1,4332.5,0.3,1299.75
EXTERNAL380836,CUST26141961,1,4313,0.3,1293.9
EXTERNAL232836,CUST48432593,1,4303,0.3,1290.9
CUST63978138,CUST56233220,1,4298.5,0.3,1289.55
CUST32902928,CUST45674350,1,4295,1,4295
CUST51774322,EXTERNAL135610,1,4294,0.3,1288.2
CUST60108968,CUST65606799,1,4290,0.3,1287
EXTERNAL985690,CUST57212625,1,4270,0.3,1281
CUST21450478,CUST13836944,1,4264.5,0.3,1279.35
EXTERNAL256262,CUST90227869,1,4264,0.3,1279.2
CUST93857279,CUST55005800,1,4260,0.3,1278
CUST71624255,EXTERNAL154313,1,4258.5,0.3,1277.55
CUST10482801,CUST87727321,1,4256,0.3,1276.8
EXTERNAL248256,CUST70977942,1,4243.5,1,4243.5
CUST86193577,EXTERNAL922917,1,4240,0.3,1272
CUST98825753,EXTERNAL166442,1,4240,0.3,1272
EXTERNAL140181,CUST99931838,1,4230.5,0.3,1269.15
EXTERNAL727460,CUST56882939,1,4230,0.3,1269
CUST75744223,CUST29156003,2,4226,0.3,1267.8
EXTERNAL892205,CUST45674350,1,4208,1,4208
CUST86288838,CUST28453984,1,4203,0.3,1260.9
CUST49527785,CUST44348689,1,4195,0.3,1258.5
EXTERNAL268143,CUST13022889,1,4195,0.3,1258.5
EXTERNAL857951,CUST82211624,1,4194,0.3,1258.2
CUST47437733,CUST73457399,1,4175,0.3,1252.5
CUST35070575,EXTERNAL282363,1,4161.5,0.3,1248.45
EXTERNAL758532,CUST33480192,1,4155,0.3,1246.5
CUST15451603,CUST54743885,1,4152,0.3,1245.6
EXTERNAL917332,CUST21355677,1,4150,0.3,1245
CUST91716472,CUST50875210,1,4143,0.3,1242.9
CUST84769011,CUST43422083,1,4138,0.3,1241.4
EXTERNAL758532,CUST54938421,1,4136,0.3,1240.8
CUST92137605,EXTERNAL963631,1,4125.5,0.3,1237.65
EXTERNAL576756,CUST21601664,1,4120,0.3,1236
EXTERNAL270778,CUST39648535,1,4116,0.3,1234.8
CUST38900516,CUST73457399,2,4113,0.3,1233.9
EXTERNAL452609,CUST82211624,1,4110,0.3,1233
EXTERNAL517940,CUST47060448,1,4109,0.3,1232.7
CUST12906724,CUST71686100,1,4108,0.3,1232.4
CUST79870489,EXTERNAL801218,1,4106,0.3,1231.8
EXTERNAL185792,CUST68297791,1,4100,0.3,1230
EXTERNAL214288,CUST42806651,1,4099,0.3,1229.7
CUST89817186,CUST36228217,1,4096,0.3,1228.8
EXTERNAL389699,CUST72193210,1,4091.5,0.3,1227.45
EXTERNAL910583,CUST19764961,1,4072,0.3,1221.6
EXTERNAL169195,CUST26141961,1,4064,0.3,1219.2
CUST91714759,EXTERNAL773205,1,4063.5,0.3,1219.05
CUST56676120,CUST94687811,1,4049.5,0.3,1214.85
CUST70275199,CUST33059790,1,4037.5,1,4037.5
CUST78571575,CUST33059790,1,4020.5,1,4020.5
CUST87779877,EXTERNAL218562,1,4014.5,0.3,1204.35
EXTERNAL198145,CUST99931838,1,4006,0.3,1201.8
EXTERNAL214288,CUST70977942,1,4005,1,4005
CUST17136831,CUST81265791,1,4004,0.3,1201.2
CUST89020741,EXTERNAL717505,1,4002.5,0.3,1200.75
EXTERNAL211403,CUST24623825,2,4000,0.3,1200
CUST89137381,CUST81654004,1,3996,0.3,1198.8
CUST73354712,CUST28984415,1,3992,0.3,1197.6
CUST56131347,CUST29136132,1,3991.5,0.3,1197.45
EXTERNAL367705,CUST99561735,1,3985,0.3,1195.5
CUST42771757,CUST30904591,1,3974.5,0.3,1192.35
EXTERNAL323896,CUST13316799,1,3964.5,0.3,1189.35
EXTERNAL527902,CUST65184744,1,3964,0.3,1189.2
CUST10780832,CUST53185470,1,3958.5,0.3,1187.55
EXTERNAL410647,CUST28453984,1,3957.5,0.3,1187.25
CUST54599322,CUST26866717,1,3956,0.3,1186.8
CUST19292234,CUST71686100,1,3953,0.3,1185.9
CUST54180173,CUST24660111,1,3946.5,0.3,1183.95
CUST11943516,CUST59407582,1,3945,0.3,1183.5
EXTERNAL566003,CUST79138251,1,3944.5,0.3,1183.35
CUST49527785,EXTERNAL733654,1,3935,0.3,1180.5
EXTERNAL917332,CUST40728738,1,3918,0.3,1175.4
EXTERNAL202284,CUST12910352,1,3917.5,0.3,1175.25
CUST53699007,EXTERNAL419172,1,3917,0.3,1175.1
CUST85551674,CUST18305864,1,3908,0.3,1172.4
CUST40154160,CUST36132392,1,3892.5,0.3,1167.75
EXTERNAL950413,CUST55949647,1,3890,0.3,1167
EXTERNAL279185,CUST11561171,1,3880,0.3,1164
EXTERNAL162041,CUST82985124,1,3878.5,0.3,1163.55
CUST54568606,CUST74777248,1,3870,0.3,1161
EXTERNAL525598,CUST67775829,1,3863.5,0.3,1159.05
CUST78571575,CUST16387074,1,3857,0.3,1157.1
EXTERNAL115428,CUST45674350,1,3848,1,3848
EXTERNAL795226,CUST37949989,1,3841,0.3,1152.3
EXTERNAL985862,CUST50071501,1,3834,0.3,1150.2
EXTERNAL717505,CUST35072124,1,3833,0.3,1149.9
CUST87720590,EXTERNAL808154,1,3832,0.3,1149.6
CUST98262263,EXTERNAL717505,1,3830.5,0.3,1149.15
CUST98840303,CUST31304165,1,3806,0.3,1141.8
EXTERNAL865152,CUST54570501,1,3803,0.3,1140.9
EXTERNAL411543,CUST51382188,1,3795.5,0.3,1138.65
CUST90295739,CUST28453984,1,3795,0.3,1138.5
CUST90295739,CUST73457399,1,3777,0.3,1133.1
CUST45674350,EXTERNAL796777,1,3770.5,1,3770.5
EXTERNAL258215,CUST81568204,1,3770.5,0.3,1131.15
CUST21628170,CUST45674350,1,3770,1,3770
CUST95068080,EXTERNAL876757,1,3764,0.3,1129.2
CUST12852950,CUST79801194,1,3758,0.3,1127.4
CUST87088153,CUST87779877,1,3754,0.3,1126.2
EXTERNAL594010,CUST19410357,1,3751,0.3,1125.3
CUST13195314,EXTERNAL666210,1,3750.5,0.3,1125.15
EXTERNAL498480,CUST87731042,1,3750,0.3,1125
EXTERNAL917332,CUST12344389,1,3750,0.3,1125
CUST14595014,CUST82211624,1,3737,0.3,1121.1
EXTERNAL438898,CUST21850268,1,3734,0.3,1120.2
EXTERNAL287256,CUST78381392,1,3720,0.3,1116
EXTERNAL962392,CUST78823259,1,3720,0.3,1116
CUST17098365,CUST44348689,1,3717,0.3,1115.1
CUST12175325,CUST12910352,1,3700,0.3,1110
CUST35839985,EXTERNAL832944,1,3696,0.3,1108.8
CUST63638224,EXTERNAL985690,1,3693,0.3,1107.9
EXTERNAL158755,CUST24539383,1,3689,0.3,1106.7
CUST15460725,EXTERNAL347878,1,3685.5,0.3,1105.65
CUST56131347,CUST31909240,1,3672,0.3,1101.6
CUST53972922,EXTERNAL387988,1,3669.5,0.3,1100.85
CUST57199256,EXTERNAL406603,2,3668.5,0.3,1100.55
EXTERNAL917332,CUST67775829,1,3664,0.3,1099.2
EXTERNAL294401,CUST69081517,1,3658,0.3,1097.4
EXTERNAL940324,CUST47110564,1,3658,0.3,1097.4
CUST52417446,CUST33707167,1,3645,0.3,1093.5
CUST91714759,EXTERNAL406603,1,3644,0.3,1093.2
CUST62762681,CUST13567965,1,3620,0.3,1086
EXTERNAL676681,CUST89255843,1,3616,0.3,1084.8
EXTERNAL750544,CUST34099327,1,3612,0.3,1083.6
CUST94784373,CUST50071501,1,3606,0.3,1081.8
EXTERNAL229554,CUST38922213,1,3570,0.3,1071
EXTERNAL734841,CUST26031101,1,3565.5,0.3,1069.65
CUST30611929,CUST29510428,1,3560,0.3,1068
CUST88742195,CUST29156003,1,3553,0.3,1065.9
CUST35495247,CUST32283109,1,3540,0.3,1062
CUST55386502,EXTERNAL303366,1,3527,0.3,1058.1
EXTERNAL279185,CUST54952707,1,3522,0.3,1056.6
EXTERNAL517024,CUST89733037,1,3520,0.3,1056
EXTERNAL374419,CUST68147585,1,3512,0.3,1053.6
CUST24300462,EXTERNAL867328,1,3509.5,0.3,1052.85
EXTERNAL889091,CUST60031188,1,3509,0.3,1052.7
CUST37884490,CUST15503361,1,3502,0.3,1050.6
CUST44814315,EXTERNAL590333,1,3500,0.3,1050
CUST49868626,CUST86587232,1,3500,0.3,1050
EXTERNAL907053,CUST90227869,1,3496,0.3,1048.8
CUST78616283,CUST33707167,1,3486,0.3,1045.8
CUST53069370,CUST65630485,1,3485,0.3,1045.5
EXTERNAL917332,CUST62919547,1,3484,0.3,1045.2
CUST47613304,CUST38922213,1,3480,0.3,1044
CUST24310681,CUST40682551,1,3464,0.3,1039.2
CUST81064890,EXTERNAL264549,1,3463,0.3,1038.9
EXTERNAL270439,CUST81478085,1,3460.5,0.3,1038.15
EXTERNAL163941,CUST62878936,1,3460,0.3,1038
CUST46243692,EXTERNAL808154,1,3454,0.3,1036.2
EXTERNAL339766,CUST39813987,2,3453,0.3,1035.9
CUST53069370,CUST21436537,1,3430,0.3,1029
EXTERNAL940827,CUST73457399,1,3427,0.3,1028.1
EXTERNAL265097,CUST34756871,1,3420,0.3,1026
CUST56703104,CUST71376812,1,3410,0.3,1023
CUST31683368,CUST90195396,1,3405,0.3,1021.5
EXTERNAL910583,CUST14637323,1,3402,0.3,1020.6
CUST81417024,CUST66680015,1,3395.5,0.3,1018.65
EXTERNAL535747,CUST51794708,1,3393.5,0.3,1018.05
CUST73457399,CUST62878936,1,3380,0.3,1014
EXTERNAL758532,CUST28074411,1,3377,0.3,1013.1
CUST86582333,CUST13288612,1,3376,0.3,1012.8
EXTERNAL535747,CUST44605894,1,3374,0.3,1012.2
CUST28664180,CUST39648535,1,3370.5,0.3,1011.15
CUST61396432,CUST43421234,1,3361,0.3,1008.3
CUST23727364,CUST45674350,1,3357,1,3357
CUST12268249,CUST38922213,1,3354,0.3,1006.2
CUST75429953,CUST29156003,1,3331,0.3,999.3
EXTERNAL795226,CUST90195396,1,3330.5,0.3,999.15
CUST62829842,EXTERNAL308450,1,3330,0.3,999
EXTERNAL311013,CUST28813703,1,3321.5,0.3,996.45
EXTERNAL868738,CUST68147585,1,3320,0.3,996
EXTERNAL697958,CUST17871991,1,3304,0.3,991.2
CUST67593958,CUST82211624,1,3300,0.3,990
CUST72247395,CUST86834169,1,3300,0.3,990
CUST49283099,EXTERNAL711055,1,3296,0.3,988.8
EXTERNAL855084,CUST90320235,1,3295,0.3,988.5
EXTERNAL329746,CUST13103717,1,3293.5,0.3,988.05
CUST35516922,CUST73800248,1,3289,0.3,986.7
CUST83113278,CUST34756871,1,3284,0.3,985.2
CUST28198614,CUST86307848,1,3279,0.3,983.7
CUST54190462,CUST44121353,1,3270,0.3,981
CUST66769630,CUST45577461,1,3266,0.3,979.8
CUST89020741,EXTERNAL231255,1,3264,0.3,979.2
EXTERNAL630595,CUST43421234,1,3262,0.3,978.6
CUST62878936,CUST30914972,1,3256.5,0.3,976.95
EXTERNAL756713,CUST45674350,1,3255,1,3255
CUST76210432,CUST89255843,1,3248,0.3,974.4
CUST19791581,CUST10692732,1,3246,0.3,973.8
CUST13316799,CUST70977942,1,3245,1,3245
CUST13316799,EXTERNAL985690,1,3234,0.3,970.2
CUST35750563,CUST82211624,1,3234,0.3,970.2
CUST42077250,CUST34502455,1,3225,0.3,967.5
CUST93932930,CUST90227869,1,3225,0.3,967.5
CUST60945294,EXTERNAL483111,1,3221,0.3,966.3
CUST99574077,CUST81654004,1,3220,0.3,966
EXTERNAL380836,CUST76493457,1,3220,0.3,966
EXTERNAL214066,CUST46011784,1,3218,0.3,965.4
EXTERNAL686047,CUST34250470,1,3218,0.3,965.4
EXTERNAL717356,CUST68297791,1,3216.5,0.3,964.95
EXTERNAL833117,CUST94577407,1,3200,0.3,960
CUST49018307,EXTERNAL718485,1,3188.5,0.3,956.55
CUST35875963,EXTERNAL303366,2,3188,0.3,956.4
EXTERNAL411657,CUST63855975,1,3175,0.3,952.5
CUST61476178,CUST34756871,1,3164.5,0.3,949.35
CUST76809939,CUST81654004,1,3163,0.3,948.9
EXTERNAL725720,CUST91005321,1,3163,0.3,948.9
CUST51774322,EXTERNAL751137,1,3154.5,0.3,946.35
CUST13316799,EXTERNAL462083,1,3118,0.3,935.4
CUST60068299,CUST38922213,1,3115.5,0.3,934.65
CUST34742368,EXTERNAL926322,1,3110,0.3,933
EXTERNAL513224,CUST33707167,1,3106,0.3,931.8
EXTERNAL590272,CUST18826840,1,3105,0.3,931.5
EXTERNAL739373,CUST66327417,1,3105,0.3,931.5
CUST94401179,CUST70977942,1,3104.5,1,3104.5
CUST62878936,CUST45577461,1,3100,0.3,930
CUST38845412,EXTERNAL439731,1,3094,0.3,928.2
CUST48471885,CUST87635633,1,3092,0.3,927.6
CUST81417024,CUST71612496,1,3071,0.3,921.3
CUST93823788,CUST54368438,1,3058,0.3,917.4
EXTERNAL355730,CUST33707167,1,3055,0.3,916.5
CUST93410522,EXTERNAL183590,1,3052,0.3,915.6
CUST86587232,CUST40682551,1,3050,0.3,915
EXTERNAL443861,CUST39648535,1,3040,0.3,912
CUST50263807,CUST43421234,1,3038,0.3,911.4
CUST56676120,CUST31203996,1,3035,0.3,910.5
EXTERNAL173049,CUST43422083,1,3035,0.3,910.5
EXTERNAL736916,CUST83256896,1,3033.5,0.3,910.05
CUST89817186,CUST17819938,1,3027,0.3,908.1
CUST33707167,EXTERNAL743527,1,3026,0.3,907.8
EXTERNAL272373,CUST45577461,1,3026,0.3,907.8
EXTERNAL411464,CUST17871991,1,3026,0.3,907.8
CUST47035199,CUST29156003,1,3025,0.3,907.5
EXTERNAL946348,CUST46528879,1,3020,0.3,906
CUST40154160,EXTERNAL659117,1,3014,0.3,904.2
EXTERNAL339803,CUST55050625,1,3005.5,0.3,901.65
CUST57806030,CUST71686100,1,3000.5,0.3,900.15
CUST43609665,CUST68149146,1,3000,0.3,900
CUST85183142,CUST37335333,1,2997,0.3,899.1
CUST95757658,EXTERNAL913249,1,2997,0.3,899.1
CUST79806622,CUST85302937,1,2992,0.3,897.6
EXTERNAL171367,CUST57509750,1,2989.5,0.3,896.85
CUST22462561,CUST49112623,1,2986,0.3,895.8
CUST38558862,CUST42166847,1,2984,0.3,895.2
CUST78616283,CUST22575999,1,2981,0.3,894.3
CUST51774322,CUST32541301,1,2977.5,0.3,893.25
CUST40072026,EXTERNAL406603,1,2975,0.3,892.5
CUST46969180,CUST68147585,1,2975,0.3,892.5
CUST98262263,CUST56883807,1,2974,0.3,892.2
CUST61149011,CUST13316799,1,2963,0.3,888.9
CUST15281904,EXTERNAL955234,1,2958,0.3,887.4
CUST15460725,EXTERNAL264549,1,2956,0.3,886.8
CUST41020586,EXTERNAL170805,1,2956,0.3,886.8
CUST65847464,EXTERNAL211575,1,2943.5,0.3,883.05
EXTERNAL146365,CUST47119818,1,2942,0.3,882.6
CUST10520381,CUST26141961,1,2939.5,0.3,881.85
CUST63455165,CUST77258732,2,2939,0.3,881.7
CUST35618354,CUST98049381,1,2931,0.3,879.3
CUST33588389,CUST64222586,1,2930,0.3,879
EXTERNAL411376,CUST73457399,1,2928,0.3,878.4
CUST10521548,EXTERNAL599111,1,2920,0.3,876
CUST54568606,CUST29185988,1,2915.5,0.3,874.65
CUST13567965,EXTERNAL366135,1,2912,0.3,873.6
CUST94818540,CUST72055524,1,2905,0.3,871.5
EXTERNAL856363,CUST24255560,1,2890,0.3,867
CUST18945253,CUST47110564,1,2886,0.3,865.8
EXTERNAL647922,CUST13567965,1,2885.5,0.3,865.65
EXTERNAL900386,CUST85302937,1,2879.5,0.3,863.85
CUST93410522,CUST99654164,1,2877.5,0.3,863.25
CUST58384842,EXTERNAL483111,1,2870,0.3,861
EXTERNAL591559,CUST39031920,1,2865,0.3,859.5
CUST70690318,EXTERNAL656875,1,2852,0.3,855.6
CUST91911031,CUST19764961,1,2846,0.3,853.8
CUST86582333,CUST86587232,1,2841.5,0.3,852.45
CUST41020586,CUST49799761,1,2836,0.3,850.8
EXTERNAL717479,CUST47433367,1,2834,0.3,850.2
CUST22498420,EXTERNAL807205,1,2832,0.3,849.6
CUST56048650,CUST50071501,1,2831,0.3,849.3
CUST13316799,EXTERNAL566696,1,2823,0.3,846.9
EXTERNAL420293,CUST62878936,1,2810,0.3,843
CUST78616283,EXTERNAL743527,1,2808,0.3,842.4
CUST16265664,CUST34502455,1,2807,0.3,842.1
CUST51140769,CUST53830460,1,2807,0.3,842.1
CUST20714259,CUST57853649,1,2805,0.3,841.5
CUST42219945,EXTERNAL646579,1,2805,0.3,841.5
EXTERNAL764420,CUST78381392,1,2802,0.3,840.6
EXTERNAL886838,CUST39648535,1,2801,0.3,840.3
EXTERNAL368612,CUST53185470,1,2800,0.3,840
EXTERNAL698122,CUST89185780,1,2790,0.3,837
CUST71930334,CUST42806651,1,2788,0.3,836.4
CUST54190462,EXTERNAL597840,1,2785,0.3,835.5
EXTERNAL412614,CUST44348689,1,2783.5,0.3,835.05
EXTERNAL488265,CUST28453984,1,2766,0.3,829.8
CUST52528253,CUST89273283,1,2762.5,0.3,828.75
EXTERNAL311013,CUST37881560,1,2762.5,0.3,828.75
CUST53699007,CUST17871991,1,2758,0.3,827.4
CUST80835515,CUST73886658,1,2755,0.3,826.5
CUST66769630,CUST90530430,1,2750,0.3,825
EXTERNAL607963,CUST99281574,1,2750,0.3,825
CUST25216525,CUST79393249,1,2742,0.3,822.6
EXTERNAL514895,CUST87153203,1,2742,0.3,822.6
CUST74274495,CUST50071501,1,2736,0.3,820.8
EXTERNAL129581,CUST32283109,1,2735,0.3,820.5
CUST60808804,CUST39216311,1,2731,0.3,819.3
CUST67402227,CUST13288612,1,2724,0.3,817.2
CUST13316799,CUST67882150,1,2721,0.3,816.3
CUST11339291,CUST19791581,1,2720,0.3,816
EXTERNAL373924,CUST89137381,1,2720,0.3,816
EXTERNAL132127,CUST62969185,1,2718,0.3,815.4
EXTERNAL576756,CUST72874613,1,2718,0.3,815.4
CUST47768060,CUST28984415,1,2715,0.3,814.5
CUST81300541,EXTERNAL263738,1,2704.5,0.3,811.35
CUST18605789,CUST31290969,1,2703,0.3,810.9
CUST34886476,CUST99281574,1,2701.5,0.3,810.45
CUST99163899,CUST32283109,1,2700,0.3,810
EXTERNAL695268,CUST13316799,1,2700,0.3,810
CUST36798866,CUST73800248,1,2695,0.3,808.5
CUST50263807,CUST62261408,1,2690,0.3,807
CUST39915212,CUST22498420,1,2684.5,0.3,805.35
EXTERNAL472634,CUST63920832,1,2684,0.3,805.2
CUST26725560,CUST79138251,1,2677,0.3,803.1
CUST19292234,EXTERNAL973429,1,2676,0.3,802.8
CUST36803709,CUST22498420,1,2670,0.3,801
CUST73670231,EXTERNAL947135,1,2669.5,0.3,800.85
CUST28295610,CUST45674350,2,2664,1,2664
EXTERNAL351273,CUST85412942,1,2664,0.3,799.2
EXTERNAL522985,CUST29607910,1,2664,0.3,799.2
CUST36672855,EXTERNAL345251,1,2658,0.3,797.4
CUST46735985,CUST77650473,1,2657,0.6,1594.2
CUST63683643,EXTERNAL163291,1,2654,0.3,796.2
EXTERNAL892755,CUST22575999,1,2654,0.3,796.2
CUST86806558,CUST34502455,1,2652.5,0.3,795.75
CUST28198614,CUST74685436,1,2652,0.3,795.6
EXTERNAL231807,CUST90227869,1,2652,0.3,795.6
EXTERNAL609128,CUST14421422,1,2650,0.3,795
CUST92313610,CUST22498420,1,2646,0.3,793.8
CUST97634421,EXTERNAL659042,1,2645,0.3,793.5
EXTERNAL200776,CUST93590968,1,2645,0.3,793.5
CUST60945294,CUST74342992,1,2642,0.3,792.6
CUST19911089,EXTERNAL235063,1,2640,0.3,792
EXTERNAL163291,CUST28813703,1,2635.5,0.3,790.65
EXTERNAL374419,CUST94577407,1,2631,0.3,789.3
CUST82116037,EXTERNAL985690,1,2630,0.3,789
CUST47350723,CUST80506418,1,2628,0.3,788.4
CUST15182071,EXTERNAL780867,1,2620,0.3,786
CUST28688963,CUST68297791,1,2620,0.3,786
CUST53846162,CUST34756871,1,2620,0.3,786
CUST20453272,CUST38922213,1,2619,0.3,785.7
CUST87779877,CUST78554577,1,2618,0.3,785.4
EXTERNAL258215,CUST27090887,1,2617,0.3,785.1
EXTERNAL318868,CUST70977942,1,2612,1,2612
CUST90082596,CUST50875210,1,2603.5,0.3,781.05
CUST78749858,EXTERNAL103114,1,2602,0.3,780.6
CUST60829394,CUST89137381,1,2600,0.3,780
EXTERNAL272399,CUST22498420,1,2599.5,0.3,779.85
CUST80372328,CUST19988152,1,2596,0.3,778.8
CUST99588065,CUST98184225,1,2595,0.3,778.5
CUST35839985,CUST31290969,1,2590,0.3,777
EXTERNAL611016,CUST85769551,1,2587,0.6,1552.2
CUST78616283,CUST92888820,1,2585,0.3,775.5
CUST44605894,CUST77650473,1,2580,0.6,1548
CUST96415364,CUST89137381,1,2573,0.3,771.9
CUST22498420,CUST62850658,1,2569,0.3,770.7
EXTERNAL426507,CUST87727321,1,2566,0.3,769.8
CUST46864961,CUST73457399,1,2550,0.3,765
EXTERNAL138921,CUST82183956,1,2545,0.3,763.5
EXTERNAL514298,CUST44777016,1,2536,0.3,760.8
EXTERNAL412614,CUST74327086,1,2532,0.3,759.6
CUST81012668,CUST48227096,1,2522,0.3,756.6
CUST17415330,CUST24255560,1,2520.5,0.3,756.15
CUST88698424,CUST89273283,1,2517.5,0.3,755.25
CUST87293186,CUST17098365,1,2516,0.3,754.8
EXTERNAL403486,CUST35072124,1,2510,0.3,753
EXTERNAL382127,CUST39070172,1,2508,0.3,752.4
EXTERNAL395181,CUST31937466,1,2502,0.3,750.6
CUST17328964,CUST90921813,1,2498,0.3,749.4
EXTERNAL190974,CUST22575999,1,2498,0.3,749.4
EXTERNAL946719,CUST90480699,1,2490,0.3,747
CUST65697157,CUST67775829,1,2489.5,0.3,746.85
EXTERNAL633768,CUST15508461,1,2487.5,0.3,746.25
EXTERNAL724199,CUST39374989,1,2483,0.3,744.9
EXTERNAL304204,CUST93932930,1,2480,0.3,744
EXTERNAL391585,CUST34502455,1,2476,0.3,742.8
EXTERNAL817034,CUST46447625,1,2476,0.3,742.8
CUST56725989,EXTERNAL158736,1,2475,0.3,742.5
EXTERNAL486400,CUST22575999,1,2470,0.3,741
EXTERNAL754609,CUST80371371,1,2468,0.3,740.4
CUST47350723,CUST45781011,1,2460,0.3,738
CUST21525518,CUST39813987,1,2456.5,0.3,736.95
EXTERNAL256025,CUST10543571,1,2456.5,0.3,736.95
CUST89982665,CUST34756871,1,2455.5,0.3,736.65
CUST13991566,EXTERNAL886768,1,2450,0.3,735
EXTERNAL857677,CUST22091201,1,2449.5,0.3,734.85
CUST86587232,CUST55120503,1,2448.5,0.3,734.55
EXTERNAL631155,CUST98184225,1,2447.5,0.3,734.25
EXTERNAL637163,CUST24255560,1,2445,0.3,733.5
EXTERNAL620178,CUST15503361,1,2444,0.3,733.2
EXTERNAL808154,CUST87779877,1,2444,0.3,733.2
CUST94382531,EXTERNAL806954,1,2437.5,0.3,731.25
EXTERNAL517940,CUST71301224,1,2437,0.3,731.1
EXTERNAL462265,CUST69797278,1,2435,0.3,730.5
EXTERNAL591559,CUST22263272,1,2435,0.3,730.5
EXTERNAL821936,CUST89020741,1,2431.5,0.3,729.45
